M_planet (M_Earth),M_planet (kg),Pressure (bar),Total Delta-V (km/s)
1.095139e+01,6.540169e+25,1.000000e+01,2.941972e+01
1.180767e+01,7.051542e+25,1.000000e-01,3.019175e+01
1.180767e+01,7.051542e+25,1.172102e-01,3.019178e+01
1.180767e+01,7.051542e+25,1.373824e-01,3.019182e+01
1.180767e+01,7.051542e+25,1.610262e-01,3.019186e+01
1.180767e+01,7.051542e+25,1.887392e-01,3.019191e+01
1.180767e+01,7.051542e+25,2.212216e-01,3.019197e+01
1.180767e+01,7.051542e+25,2.592944e-01,3.019204e+01
1.180767e+01,7.051542e+25,3.039195e-01,3.019212e+01
1.180767e+01,7.051542e+25,3.562248e-01,3.019221e+01
1.180767e+01,7.051542e+25,4.175319e-01,3.019232e+01
1.180767e+01,7.051542e+25,4.893901e-01,3.019244e+01
1.180767e+01,7.051542e+25,5.736153e-01,3.019259e+01
1.180767e+01,7.051542e+25,6.723358e-01,3.019277e+01
1.180767e+01,7.051542e+25,7.880463e-01,3.019297e+01
1.180767e+01,7.051542e+25,9.236709e-01,3.019321e+01
1.180767e+01,7.051542e+25,1.000000e+00,3.019334e+01
1.180767e+01,7.051542e+25,1.082637e+00,3.019344e+01
1.180767e+01,7.051542e+25,1.268961e+00,3.019375e+01
1.180767e+01,7.051542e+25,1.487352e+00,3.019412e+01
1.180767e+01,7.051542e+25,1.743329e+00,3.019470e+01
1.180767e+01,7.051542e+25,2.043360e+00,3.019524e+01
1.180767e+01,7.051542e+25,2.395027e+00,3.019587e+01
1.180767e+01,7.051542e+25,2.807216e+00,3.019661e+01
1.180767e+01,7.051542e+25,3.290345e+00,3.019748e+01
1.180767e+01,7.051542e+25,3.856620e+00,3.019849e+01
1.180767e+01,7.051542e+25,4.520354e+00,3.019968e+01
1.180767e+01,7.051542e+25,5.298317e+00,3.020107e+01
1.180767e+01,7.051542e+25,6.210169e+00,3.020271e+01
1.180767e+01,7.051542e+25,7.278954e+00,3.020462e+01
1.180767e+01,7.051542e+25,8.531679e+00,3.020687e+01
1.180767e+01,7.051542e+25,1.000000e+01,3.020950e+01
1.273091e+01,7.602898e+25,1.000000e-01,3.100532e+01
1.273091e+01,7.602898e+25,1.172102e-01,3.100535e+01
1.273091e+01,7.602898e+25,1.373824e-01,3.100538e+01
1.273091e+01,7.602898e+25,1.610262e-01,3.100541e+01
1.273091e+01,7.602898e+25,1.887392e-01,3.100546e+01
1.273091e+01,7.602898e+25,2.212216e-01,3.100551e+01
1.273091e+01,7.602898e+25,2.592944e-01,3.100557e+01
1.273091e+01,7.602898e+25,3.039195e-01,3.100563e+01
1.273091e+01,7.602898e+25,3.562248e-01,3.100571e+01
1.273091e+01,7.602898e+25,4.175319e-01,3.100581e+01
1.273091e+01,7.602898e+25,4.893901e-01,3.100592e+01
1.273091e+01,7.602898e+25,5.736153e-01,3.100605e+01
1.273091e+01,7.602898e+25,6.723358e-01,3.100620e+01
1.273091e+01,7.602898e+25,7.880463e-01,3.100637e+01
1.273091e+01,7.602898e+25,9.236709e-01,3.100658e+01
1.273091e+01,7.602898e+25,1.000000e+00,3.100670e+01
1.273091e+01,7.602898e+25,1.082637e+00,3.100682e+01
1.273091e+01,7.602898e+25,1.268961e+00,3.100710e+01
1.273091e+01,7.602898e+25,1.487352e+00,3.100743e+01
1.273091e+01,7.602898e+25,1.743329e+00,3.100781e+01
1.273091e+01,7.602898e+25,2.043360e+00,3.100825e+01
1.273091e+01,7.602898e+25,2.395027e+00,3.100877e+01
1.273091e+01,7.602898e+25,2.807216e+00,3.100937e+01
1.273091e+01,7.602898e+25,3.290345e+00,3.101006e+01
1.273091e+01,7.602898e+25,3.856620e+00,3.101086e+01
1.273091e+01,7.602898e+25,4.520354e+00,3.101216e+01
1.273091e+01,7.602898e+25,5.298317e+00,3.101337e+01
1.273091e+01,7.602898e+25,6.210169e+00,3.101478e+01
1.273091e+01,7.602898e+25,7.278954e+00,3.101643e+01
1.273091e+01,7.602898e+25,8.531679e+00,3.101837e+01
1.273091e+01,7.602898e+25,1.000000e+01,3.102064e+01
1.372633e+01,8.197365e+25,1.000000e-01,3.184108e+01
1.372633e+01,8.197365e+25,1.172102e-01,3.184110e+01
1.372633e+01,8.197365e+25,1.373824e-01,3.184113e+01
1.372633e+01,8.197365e+25,1.610262e-01,3.184116e+01
1.372633e+01,8.197365e+25,1.887392e-01,3.184120e+01
1.372633e+01,8.197365e+25,2.212216e-01,3.184125e+01
1.372633e+01,8.197365e+25,2.592944e-01,3.184130e+01
1.372633e+01,8.197365e+25,3.039195e-01,3.184136e+01
1.372633e+01,8.197365e+25,3.562248e-01,3.184143e+01
1.372633e+01,8.197365e+25,4.175319e-01,3.184151e+01
1.372633e+01,8.197365e+25,4.893901e-01,3.184161e+01
1.372633e+01,8.197365e+25,5.736153e-01,3.184172e+01
1.372633e+01,8.197365e+25,6.723358e-01,3.184186e+01
1.372633e+01,8.197365e+25,7.880463e-01,3.184201e+01
1.372633e+01,8.197365e+25,9.236709e-01,3.184220e+01
1.372633e+01,8.197365e+25,1.000000e+00,3.184230e+01
1.372633e+01,8.197365e+25,1.082637e+00,3.184241e+01
1.372633e+01,8.197365e+25,1.268961e+00,3.184266e+01
1.372633e+01,8.197365e+25,1.487352e+00,3.184295e+01
1.372633e+01,8.197365e+25,1.743329e+00,3.184328e+01
1.372633e+01,8.197365e+25,2.043360e+00,3.184368e+01
1.372633e+01,8.197365e+25,2.395027e+00,3.184413e+01
1.372633e+01,8.197365e+25,2.807216e+00,3.184479e+01
1.372633e+01,8.197365e+25,3.290345e+00,3.184546e+01
1.372633e+01,8.197365e+25,3.856620e+00,3.184623e+01
1.372633e+01,8.197365e+25,4.520354e+00,3.184714e+01
1.372633e+01,8.197365e+25,5.298317e+00,3.184821e+01
1.372633e+01,8.197365e+25,6.210169e+00,3.184946e+01
1.372633e+01,8.197365e+25,7.278954e+00,3.185092e+01
1.372633e+01,8.197365e+25,8.531679e+00,3.185264e+01
1.372633e+01,8.197365e+25,1.000000e+01,3.185465e+01
1.479959e+01,8.838313e+25,1.000000e-01,3.269963e+01
1.479959e+01,8.838313e+25,1.172102e-01,3.269965e+01
1.479959e+01,8.838313e+25,1.373824e-01,3.269968e+01
1.479959e+01,8.838313e+25,1.610262e-01,3.269971e+01
1.479959e+01,8.838313e+25,1.887392e-01,3.269974e+01
1.479959e+01,8.838313e+25,2.212216e-01,3.269978e+01
1.479959e+01,8.838313e+25,2.592944e-01,3.269982e+01
1.479959e+01,8.838313e+25,3.039195e-01,3.269987e+01
1.479959e+01,8.838313e+25,3.562248e-01,3.269994e+01
1.479959e+01,8.838313e+25,4.175319e-01,3.270001e+01
1.479959e+01,8.838313e+25,4.893901e-01,3.270009e+01
1.479959e+01,8.838313e+25,5.736153e-01,3.270019e+01
1.479959e+01,8.838313e+25,6.723358e-01,3.270030e+01
1.479959e+01,8.838313e+25,7.880463e-01,3.270044e+01
1.479959e+01,8.838313e+25,9.236709e-01,3.270060e+01
1.479959e+01,8.838313e+25,1.000000e+00,3.270068e+01
1.479959e+01,8.838313e+25,1.082637e+00,3.270078e+01
1.479959e+01,8.838313e+25,1.268961e+00,3.270099e+01
1.479959e+01,8.838313e+25,1.487352e+00,3.270124e+01
1.479959e+01,8.838313e+25,1.743329e+00,3.270153e+01
1.479959e+01,8.838313e+25,2.043360e+00,3.270187e+01
1.479959e+01,8.838313e+25,2.395027e+00,3.270226e+01
1.479959e+01,8.838313e+25,2.807216e+00,3.270272e+01
1.479959e+01,8.838313e+25,3.290345e+00,3.270325e+01
1.479959e+01,8.838313e+25,3.856620e+00,3.270386e+01
1.479959e+01,8.838313e+25,4.520354e+00,3.270485e+01
1.479959e+01,8.838313e+25,5.298317e+00,3.270577e+01
1.479959e+01,8.838313e+25,6.210169e+00,3.270685e+01
1.479959e+01,8.838313e+25,7.278954e+00,3.270811e+01
1.479959e+01,8.838313e+25,8.531679e+00,3.270958e+01
1.479959e+01,8.838313e+25,1.000000e+01,3.271131e+01
1.595676e+01,9.529377e+25,1.000000e-01,3.358162e+01
1.595676e+01,9.529377e+25,1.172102e-01,3.358163e+01
1.595676e+01,9.529377e+25,1.373824e-01,3.358165e+01
1.595676e+01,9.529377e+25,1.610262e-01,3.358168e+01
1.595676e+01,9.529377e+25,1.887392e-01,3.358171e+01
1.595676e+01,9.529377e+25,2.212216e-01,3.358174e+01
1.595676e+01,9.529377e+25,2.592944e-01,3.358178e+01
1.595676e+01,9.529377e+25,3.039195e-01,3.358183e+01
1.595676e+01,9.529377e+25,3.562248e-01,3.358188e+01
1.595676e+01,9.529377e+25,4.175319e-01,3.358194e+01
1.595676e+01,9.529377e+25,4.893901e-01,3.358202e+01
1.595676e+01,9.529377e+25,5.736153e-01,3.358210e+01
1.595676e+01,9.529377e+25,6.723358e-01,3.358221e+01
1.595676e+01,9.529377e+25,7.880463e-01,3.358232e+01
1.595676e+01,9.529377e+25,9.236709e-01,3.358246e+01
1.595676e+01,9.529377e+25,1.000000e+00,3.358254e+01
1.595676e+01,9.529377e+25,1.082637e+00,3.358262e+01
1.595676e+01,9.529377e+25,1.268961e+00,3.358281e+01
1.595676e+01,9.529377e+25,1.487352e+00,3.358303e+01
1.595676e+01,9.529377e+25,1.743329e+00,3.358329e+01
1.595676e+01,9.529377e+25,2.043360e+00,3.358358e+01
1.595676e+01,9.529377e+25,2.395027e+00,3.358393e+01
1.595676e+01,9.529377e+25,2.807216e+00,3.358433e+01
1.595676e+01,9.529377e+25,3.290345e+00,3.358480e+01
1.595676e+01,9.529377e+25,3.856620e+00,3.358552e+01
1.595676e+01,9.529377e+25,4.520354e+00,3.358621e+01
1.595676e+01,9.529377e+25,5.298317e+00,3.358702e+01
1.595676e+01,9.529377e+25,6.210169e+00,3.358797e+01
1.595676e+01,9.529377e+25,7.278954e+00,3.358908e+01
1.595676e+01,9.529377e+25,8.531679e+00,3.359038e+01
1.595676e+01,9.529377e+25,1.000000e+01,3.359191e+01
1.720441e+01,1.027447e+26,1.000000e-01,3.448766e+01
1.720441e+01,1.027447e+26,1.172102e-01,3.448768e+01
1.720441e+01,1.027447e+26,1.373824e-01,3.448769e+01
1.720441e+01,1.027447e+26,1.610262e-01,3.448772e+01
1.720441e+01,1.027447e+26,1.887392e-01,3.448774e+01
1.720441e+01,1.027447e+26,2.212216e-01,3.448777e+01
1.720441e+01,1.027447e+26,2.592944e-01,3.448780e+01
1.720441e+01,1.027447e+26,3.039195e-01,3.448784e+01
1.720441e+01,1.027447e+26,3.562248e-01,3.448789e+01
1.720441e+01,1.027447e+26,4.175319e-01,3.448794e+01
1.720441e+01,1.027447e+26,4.893901e-01,3.448801e+01
1.720441e+01,1.027447e+26,5.736153e-01,3.448808e+01
1.720441e+01,1.027447e+26,6.723358e-01,3.448817e+01
1.720441e+01,1.027447e+26,7.880463e-01,3.448827e+01
1.720441e+01,1.027447e+26,9.236709e-01,3.448839e+01
1.720441e+01,1.027447e+26,1.000000e+00,3.448845e+01
1.720441e+01,1.027447e+26,1.082637e+00,3.448853e+01
1.720441e+01,1.027447e+26,1.268961e+00,3.448869e+01
1.720441e+01,1.027447e+26,1.487352e+00,3.448888e+01
1.720441e+01,1.027447e+26,1.743329e+00,3.448910e+01
1.720441e+01,1.027447e+26,2.043360e+00,3.448935e+01
1.720441e+01,1.027447e+26,2.395027e+00,3.448965e+01
1.720441e+01,1.027447e+26,2.807216e+00,3.448999e+01
1.720441e+01,1.027447e+26,3.290345e+00,3.449039e+01
1.720441e+01,1.027447e+26,3.856620e+00,3.449086e+01
1.720441e+01,1.027447e+26,4.520354e+00,3.449161e+01
1.720441e+01,1.027447e+26,5.298317e+00,3.449230e+01
1.720441e+01,1.027447e+26,6.210169e+00,3.449311e+01
1.720441e+01,1.027447e+26,7.278954e+00,3.449407e+01
1.720441e+01,1.027447e+26,8.531679e+00,3.449518e+01
1.720441e+01,1.027447e+26,1.000000e+01,3.449649e+01
1.854961e+01,1.107783e+26,1.000000e-01,3.541844e+01
1.854961e+01,1.107783e+26,1.172102e-01,3.541845e+01
1.854961e+01,1.107783e+26,1.373824e-01,3.541847e+01
1.854961e+01,1.107783e+26,1.610262e-01,3.541849e+01
1.854961e+01,1.107783e+26,1.887392e-01,3.541851e+01
1.854961e+01,1.107783e+26,2.212216e-01,3.541853e+01
1.854961e+01,1.107783e+26,2.592944e-01,3.541856e+01
1.854961e+01,1.107783e+26,3.039195e-01,3.541860e+01
1.854961e+01,1.107783e+26,3.562248e-01,3.541864e+01
1.854961e+01,1.107783e+26,4.175319e-01,3.541868e+01
1.854961e+01,1.107783e+26,4.893901e-01,3.541874e+01
1.854961e+01,1.107783e+26,5.736153e-01,3.541881e+01
1.854961e+01,1.107783e+26,6.723358e-01,3.541888e+01
1.854961e+01,1.107783e+26,7.880463e-01,3.541897e+01
1.854961e+01,1.107783e+26,9.236709e-01,3.541907e+01
1.854961e+01,1.107783e+26,1.000000e+00,3.541913e+01
1.854961e+01,1.107783e+26,1.082637e+00,3.541920e+01
1.854961e+01,1.107783e+26,1.268961e+00,3.541934e+01
1.854961e+01,1.107783e+26,1.487352e+00,3.541950e+01
1.854961e+01,1.107783e+26,1.743329e+00,3.541969e+01
1.854961e+01,1.107783e+26,2.043360e+00,3.541992e+01
1.854961e+01,1.107783e+26,2.395027e+00,3.542018e+01
1.854961e+01,1.107783e+26,2.807216e+00,3.542048e+01
1.854961e+01,1.107783e+26,3.290345e+00,3.542083e+01
1.854961e+01,1.107783e+26,3.856620e+00,3.542123e+01
1.854961e+01,1.107783e+26,4.520354e+00,3.542189e+01
1.854961e+01,1.107783e+26,5.298317e+00,3.542250e+01
1.854961e+01,1.107783e+26,6.210169e+00,3.542321e+01
1.854961e+01,1.107783e+26,7.278954e+00,3.542405e+01
1.854961e+01,1.107783e+26,8.531679e+00,3.542503e+01
1.854961e+01,1.107783e+26,1.000000e+01,3.542617e+01
2.000000e+01,1.194400e+26,1.000000e-01,3.637462e+01
2.000000e+01,1.194400e+26,1.172102e-01,3.637463e+01
2.000000e+01,1.194400e+26,1.373824e-01,3.637465e+01
2.000000e+01,1.194400e+26,1.610262e-01,3.637466e+01
2.000000e+01,1.194400e+26,1.887392e-01,3.637468e+01
2.000000e+01,1.194400e+26,2.212216e-01,3.637470e+01
2.000000e+01,1.194400e+26,2.592944e-01,3.637473e+01
2.000000e+01,1.194400e+26,3.039195e-01,3.637476e+01
2.000000e+01,1.194400e+26,3.562248e-01,3.637479e+01
2.000000e+01,1.194400e+26,4.175319e-01,3.637483e+01
2.000000e+01,1.194400e+26,4.893901e-01,3.637488e+01
2.000000e+01,1.194400e+26,5.736153e-01,3.637494e+01
2.000000e+01,1.194400e+26,6.723358e-01,3.637500e+01
2.000000e+01,1.194400e+26,7.880463e-01,3.637508e+01
2.000000e+01,1.194400e+26,9.236709e-01,3.637517e+01
2.000000e+01,1.194400e+26,1.000000e+00,3.637522e+01
2.000000e+01,1.194400e+26,1.082637e+00,3.637527e+01
2.000000e+01,1.194400e+26,1.268961e+00,3.637539e+01
2.000000e+01,1.194400e+26,1.487352e+00,3.637553e+01
2.000000e+01,1.194400e+26,1.743329e+00,3.637570e+01
2.000000e+01,1.194400e+26,2.043360e+00,3.637589e+01
2.000000e+01,1.194400e+26,2.395027e+00,3.637611e+01
2.000000e+01,1.194400e+26,2.807216e+00,3.637637e+01
2.000000e+01,1.194400e+26,3.290345e+00,3.637667e+01
2.000000e+01,1.194400e+26,3.856620e+00,3.637701e+01
2.000000e+01,1.194400e+26,4.520354e+00,3.637758e+01
2.000000e+01,1.194400e+26,5.298317e+00,3.637810e+01
2.000000e+01,1.194400e+26,6.210169e+00,3.637871e+01
2.000000e+01,1.194400e+26,7.278954e+00,3.637942e+01
2.000000e+01,1.194400e+26,8.531679e+00,3.638026e+01
2.000000e+01,1.194400e+26,1.000000e+01,3.638124e+01
