M_planet (M_Earth),M_planet (kg),Pressure (bar),Total Delta-V (km/s)
1.330474e+00,7.945590e+24,5.298317e+00,1.423013e+01
1.330474e+00,7.945590e+24,6.210169e+00,1.426592e+01
1.330474e+00,7.945590e+24,7.278954e+00,1.430730e+01
1.330474e+00,7.945590e+24,8.531679e+00,1.435535e+01
1.330474e+00,7.945590e+24,1.000000e+01,1.441110e+01
1.434503e+00,8.566851e+24,1.000000e-01,1.439525e+01
1.434503e+00,8.566851e+24,1.172102e-01,1.439590e+01
1.434503e+00,8.566851e+24,1.373824e-01,1.439666e+01
1.434503e+00,8.566851e+24,1.610262e-01,1.439755e+01
1.434503e+00,8.566851e+24,1.887392e-01,1.439859e+01
1.434503e+00,8.566851e+24,2.212216e-01,1.439981e+01
1.434503e+00,8.566851e+24,2.592944e-01,1.440124e+01
1.434503e+00,8.566851e+24,3.039195e-01,1.440292e+01
1.434503e+00,8.566851e+24,3.562248e-01,1.440488e+01
1.434503e+00,8.566851e+24,4.175319e-01,1.440717e+01
1.434503e+00,8.566851e+24,4.893901e-01,1.440985e+01
1.434503e+00,8.566851e+24,5.736153e-01,1.441298e+01
1.434503e+00,8.566851e+24,6.723358e-01,1.441664e+01
1.434503e+00,8.566851e+24,7.880463e-01,1.442092e+01
1.434503e+00,8.566851e+24,9.236709e-01,1.442592e+01
1.434503e+00,8.566851e+24,1.000000e+00,1.442872e+01
1.434503e+00,8.566851e+24,1.082637e+00,1.443174e+01
1.434503e+00,8.566851e+24,1.268961e+00,1.443853e+01
1.434503e+00,8.566851e+24,1.487352e+00,1.444643e+01
1.434503e+00,8.566851e+24,1.743329e+00,1.445561e+01
1.434503e+00,8.566851e+24,2.043360e+00,1.446628e+01
1.434503e+00,8.566851e+24,2.395027e+00,1.447864e+01
1.434503e+00,8.566851e+24,2.807216e+00,1.449632e+01
1.434503e+00,8.566851e+24,3.290345e+00,1.451409e+01
1.434503e+00,8.566851e+24,3.856620e+00,1.453482e+01
1.434503e+00,8.566851e+24,4.520354e+00,1.455898e+01
1.434503e+00,8.566851e+24,5.298317e+00,1.458713e+01
1.434503e+00,8.566851e+24,6.210169e+00,1.461990e+01
1.434503e+00,8.566851e+24,7.278954e+00,1.465799e+01
1.434503e+00,8.566851e+24,8.531679e+00,1.470224e+01
1.434503e+00,8.566851e+24,1.000000e+01,1.474196e+01
1.546666e+00,9.236689e+24,1.000000e-01,1.477881e+01
1.546666e+00,9.236689e+24,1.172102e-01,1.477939e+01
1.546666e+00,9.236689e+24,1.373824e-01,1.478006e+01
1.546666e+00,9.236689e+24,1.610262e-01,1.478086e+01
1.546666e+00,9.236689e+24,1.887392e-01,1.478178e+01
1.546666e+00,9.236689e+24,2.212216e-01,1.478287e+01
1.546666e+00,9.236689e+24,2.592944e-01,1.478414e+01
1.546666e+00,9.236689e+24,3.039195e-01,1.478563e+01
1.546666e+00,9.236689e+24,3.562248e-01,1.478738e+01
1.546666e+00,9.236689e+24,4.175319e-01,1.478942e+01
1.546666e+00,9.236689e+24,4.893901e-01,1.479180e+01
1.546666e+00,9.236689e+24,5.736153e-01,1.479460e+01
1.546666e+00,9.236689e+24,6.723358e-01,1.479786e+01
1.546666e+00,9.236689e+24,7.880463e-01,1.480168e+01
1.546666e+00,9.236689e+24,9.236709e-01,1.480614e+01
1.546666e+00,9.236689e+24,1.000000e+00,1.480864e+01
1.546666e+00,9.236689e+24,1.082637e+00,1.481135e+01
1.546666e+00,9.236689e+24,1.268961e+00,1.481743e+01
1.546666e+00,9.236689e+24,1.487352e+00,1.482451e+01
1.546666e+00,9.236689e+24,1.743329e+00,1.483276e+01
1.546666e+00,9.236689e+24,2.043360e+00,1.484236e+01
1.546666e+00,9.236689e+24,2.395027e+00,1.485352e+01
1.546666e+00,9.236689e+24,2.807216e+00,1.486646e+01
1.546666e+00,9.236689e+24,3.290345e+00,1.488145e+01
1.546666e+00,9.236689e+24,3.856620e+00,1.489877e+01
1.546666e+00,9.236689e+24,4.520354e+00,1.491872e+01
1.546666e+00,9.236689e+24,5.298317e+00,1.495038e+01
1.546666e+00,9.236689e+24,6.210169e+00,1.497990e+01
1.546666e+00,9.236689e+24,7.278954e+00,1.501430e+01
1.546666e+00,9.236689e+24,8.531679e+00,1.505497e+01
1.546666e+00,9.236689e+24,1.000000e+01,1.510178e+01
1.667599e+00,9.958901e+24,1.000000e-01,1.517295e+01
1.667599e+00,9.958901e+24,1.172102e-01,1.517348e+01
1.667599e+00,9.958901e+24,1.373824e-01,1.517411e+01
1.667599e+00,9.958901e+24,1.610262e-01,1.517484e+01
1.667599e+00,9.958901e+24,1.887392e-01,1.517570e+01
1.667599e+00,9.958901e+24,2.212216e-01,1.517670e+01
1.667599e+00,9.958901e+24,2.592944e-01,1.517788e+01
1.667599e+00,9.958901e+24,3.039195e-01,1.517926e+01
1.667599e+00,9.958901e+24,3.562248e-01,1.518087e+01
1.667599e+00,9.958901e+24,4.175319e-01,1.518276e+01
1.667599e+00,9.958901e+24,4.893901e-01,1.518496e+01
1.667599e+00,9.958901e+24,5.736153e-01,1.518755e+01
1.667599e+00,9.958901e+24,6.723358e-01,1.519057e+01
1.667599e+00,9.958901e+24,7.880463e-01,1.519409e+01
1.667599e+00,9.958901e+24,9.236709e-01,1.519822e+01
1.667599e+00,9.958901e+24,1.000000e+00,1.520053e+01
1.667599e+00,9.958901e+24,1.082637e+00,1.520303e+01
1.667599e+00,9.958901e+24,1.268961e+00,1.520865e+01
1.667599e+00,9.958901e+24,1.487352e+00,1.521519e+01
1.667599e+00,9.958901e+24,1.743329e+00,1.522281e+01
1.667599e+00,9.958901e+24,2.043360e+00,1.523168e+01
1.667599e+00,9.958901e+24,2.395027e+00,1.524198e+01
1.667599e+00,9.958901e+24,2.807216e+00,1.525393e+01
1.667599e+00,9.958901e+24,3.290345e+00,1.526775e+01
1.667599e+00,9.958901e+24,3.856620e+00,1.528372e+01
1.667599e+00,9.958901e+24,4.520354e+00,1.530850e+01
1.667599e+00,9.958901e+24,5.298317e+00,1.533201e+01
1.667599e+00,9.958901e+24,6.210169e+00,1.535943e+01
1.667599e+00,9.958901e+24,7.278954e+00,1.539141e+01
1.667599e+00,9.958901e+24,8.531679e+00,1.542867e+01
1.667599e+00,9.958901e+24,1.000000e+01,1.547207e+01
1.797988e+00,1.073758e+25,1.000000e-01,1.557778e+01
1.797988e+00,1.073758e+25,1.172102e-01,1.557827e+01
1.797988e+00,1.073758e+25,1.373824e-01,1.557885e+01
1.797988e+00,1.073758e+25,1.610262e-01,1.557953e+01
1.797988e+00,1.073758e+25,1.887392e-01,1.558032e+01
1.797988e+00,1.073758e+25,2.212216e-01,1.558125e+01
1.797988e+00,1.073758e+25,2.592944e-01,1.558233e+01
1.797988e+00,1.073758e+25,3.039195e-01,1.558360e+01
1.797988e+00,1.073758e+25,3.562248e-01,1.558509e+01
1.797988e+00,1.073758e+25,4.175319e-01,1.558683e+01
1.797988e+00,1.073758e+25,4.893901e-01,1.558886e+01
1.797988e+00,1.073758e+25,5.736153e-01,1.559135e+01
1.797988e+00,1.073758e+25,6.723358e-01,1.559417e+01
1.797988e+00,1.073758e+25,7.880463e-01,1.559747e+01
1.797988e+00,1.073758e+25,9.236709e-01,1.560134e+01
1.797988e+00,1.073758e+25,1.000000e+00,1.560352e+01
1.797988e+00,1.073758e+25,1.082637e+00,1.560588e+01
1.797988e+00,1.073758e+25,1.268961e+00,1.561118e+01
1.797988e+00,1.073758e+25,1.487352e+00,1.561740e+01
1.797988e+00,1.073758e+25,1.743329e+00,1.562467e+01
1.797988e+00,1.073758e+25,2.043360e+00,1.563318e+01
1.797988e+00,1.073758e+25,2.395027e+00,1.563640e+01
1.797988e+00,1.073758e+25,2.807216e+00,1.564664e+01
1.797988e+00,1.073758e+25,3.290345e+00,1.565850e+01
1.797988e+00,1.073758e+25,3.856620e+00,1.567224e+01
1.797988e+00,1.073758e+25,4.520354e+00,1.568810e+01
1.797988e+00,1.073758e+25,5.298317e+00,1.571297e+01
1.797988e+00,1.073758e+25,6.210169e+00,1.573640e+01
1.797988e+00,1.073758e+25,7.278954e+00,1.576374e+01
1.797988e+00,1.073758e+25,8.531679e+00,1.579565e+01
1.797988e+00,1.073758e+25,1.000000e+01,1.583286e+01
1.938572e+00,1.157715e+25,1.000000e-01,1.599342e+01
1.938572e+00,1.157715e+25,1.172102e-01,1.599384e+01
1.938572e+00,1.157715e+25,1.373824e-01,1.599433e+01
1.938572e+00,1.157715e+25,1.610262e-01,1.599490e+01
1.938572e+00,1.157715e+25,1.887392e-01,1.599558e+01
1.938572e+00,1.157715e+25,2.212216e-01,1.599637e+01
1.938572e+00,1.157715e+25,2.592944e-01,1.599730e+01
1.938572e+00,1.157715e+25,3.039195e-01,1.599838e+01
1.938572e+00,1.157715e+25,3.562248e-01,1.599965e+01
1.938572e+00,1.157715e+25,4.175319e-01,1.600114e+01
1.938572e+00,1.157715e+25,4.893901e-01,1.600288e+01
1.938572e+00,1.157715e+25,5.736153e-01,1.600491e+01
1.938572e+00,1.157715e+25,6.723358e-01,1.600729e+01
1.938572e+00,1.157715e+25,7.880463e-01,1.601008e+01
1.938572e+00,1.157715e+25,9.236709e-01,1.601333e+01
1.938572e+00,1.157715e+25,1.000000e+00,1.601516e+01
1.938572e+00,1.157715e+25,1.082637e+00,1.601713e+01
1.938572e+00,1.157715e+25,1.268961e+00,1.602156e+01
1.938572e+00,1.157715e+25,1.487352e+00,1.602673e+01
1.938572e+00,1.157715e+25,1.743329e+00,1.603276e+01
1.938572e+00,1.157715e+25,2.043360e+00,1.603978e+01
1.938572e+00,1.157715e+25,2.395027e+00,1.604794e+01
1.938572e+00,1.157715e+25,2.807216e+00,1.605742e+01
1.938572e+00,1.157715e+25,3.290345e+00,1.606840e+01
1.938572e+00,1.157715e+25,3.856620e+00,1.608111e+01
1.938572e+00,1.157715e+25,4.520354e+00,1.609578e+01
1.938572e+00,1.157715e+25,5.298317e+00,1.611906e+01
1.938572e+00,1.157715e+25,6.210169e+00,1.614081e+01
1.938572e+00,1.157715e+25,7.278954e+00,1.616621e+01
1.938572e+00,1.157715e+25,8.531679e+00,1.619585e+01
1.938572e+00,1.157715e+25,1.000000e+01,1.623042e+01
2.090148e+00,1.248236e+25,1.000000e-01,1.642056e+01
2.090148e+00,1.248236e+25,1.172102e-01,1.642095e+01
2.090148e+00,1.248236e+25,1.373824e-01,1.642141e+01
2.090148e+00,1.248236e+25,1.610262e-01,1.642194e+01
2.090148e+00,1.248236e+25,1.887392e-01,1.642257e+01
2.090148e+00,1.248236e+25,2.212216e-01,1.642330e+01
2.090148e+00,1.248236e+25,2.592944e-01,1.642416e+01
2.090148e+00,1.248236e+25,3.039195e-01,1.642516e+01
2.090148e+00,1.248236e+25,3.562248e-01,1.642633e+01
2.090148e+00,1.248236e+25,4.175319e-01,1.642771e+01
2.090148e+00,1.248236e+25,4.893901e-01,1.642932e+01
2.090148e+00,1.248236e+25,5.736153e-01,1.643120e+01
2.090148e+00,1.248236e+25,6.723358e-01,1.643340e+01
2.090148e+00,1.248236e+25,7.880463e-01,1.643598e+01
2.090148e+00,1.248236e+25,9.236709e-01,1.643898e+01
2.090148e+00,1.248236e+25,1.000000e+00,1.644067e+01
2.090148e+00,1.248236e+25,1.082637e+00,1.644250e+01
2.090148e+00,1.248236e+25,1.268961e+00,1.644660e+01
2.090148e+00,1.248236e+25,1.487352e+00,1.645138e+01
2.090148e+00,1.248236e+25,1.743329e+00,1.645695e+01
2.090148e+00,1.248236e+25,2.043360e+00,1.646344e+01
2.090148e+00,1.248236e+25,2.395027e+00,1.647098e+01
2.090148e+00,1.248236e+25,2.807216e+00,1.647973e+01
2.090148e+00,1.248236e+25,3.290345e+00,1.648987e+01
2.090148e+00,1.248236e+25,3.856620e+00,1.650161e+01
2.090148e+00,1.248236e+25,4.520354e+00,1.651515e+01
2.090148e+00,1.248236e+25,5.298317e+00,1.653689e+01
2.090148e+00,1.248236e+25,6.210169e+00,1.655704e+01
2.090148e+00,1.248236e+25,7.278954e+00,1.658058e+01
2.090148e+00,1.248236e+25,8.531679e+00,1.660806e+01
2.090148e+00,1.248236e+25,1.000000e+01,1.664042e+01
2.253575e+00,1.345835e+25,1.000000e-01,1.685931e+01
2.253575e+00,1.345835e+25,1.172102e-01,1.685967e+01
2.253575e+00,1.345835e+25,1.373824e-01,1.686009e+01
2.253575e+00,1.345835e+25,1.610262e-01,1.686058e+01
2.253575e+00,1.345835e+25,1.887392e-01,1.686116e+01
2.253575e+00,1.345835e+25,2.212216e-01,1.686183e+01
2.253575e+00,1.345835e+25,2.592944e-01,1.686263e+01
2.253575e+00,1.345835e+25,3.039195e-01,1.686355e+01
2.253575e+00,1.345835e+25,3.562248e-01,1.686464e+01
2.253575e+00,1.345835e+25,4.175319e-01,1.686591e+01
2.253575e+00,1.345835e+25,4.893901e-01,1.686739e+01
2.253575e+00,1.345835e+25,5.736153e-01,1.686913e+01
2.253575e+00,1.345835e+25,6.723358e-01,1.687116e+01
2.253575e+00,1.345835e+25,7.880463e-01,1.687353e+01
2.253575e+00,1.345835e+25,9.236709e-01,1.687631e+01
2.253575e+00,1.345835e+25,1.000000e+00,1.687787e+01
2.253575e+00,1.345835e+25,1.082637e+00,1.687955e+01
2.253575e+00,1.345835e+25,1.268961e+00,1.688333e+01
2.253575e+00,1.345835e+25,1.487352e+00,1.688774e+01
2.253575e+00,1.345835e+25,1.743329e+00,1.689288e+01
2.253575e+00,1.345835e+25,2.043360e+00,1.689886e+01
2.253575e+00,1.345835e+25,2.395027e+00,1.690581e+01
2.253575e+00,1.345835e+25,2.807216e+00,1.691388e+01
2.253575e+00,1.345835e+25,3.290345e+00,1.692323e+01
2.253575e+00,1.345835e+25,3.856620e+00,1.693403e+01
2.253575e+00,1.345835e+25,4.520354e+00,1.694650e+01
2.253575e+00,1.345835e+25,5.298317e+00,1.696684e+01
2.253575e+00,1.345835e+25,6.210169e+00,1.698550e+01
2.253575e+00,1.345835e+25,7.278954e+00,1.700730e+01
2.253575e+00,1.345835e+25,8.531679e+00,1.703275e+01
2.253575e+00,1.345835e+25,1.000000e+01,1.706247e+01
2.429781e+00,1.451065e+25,1.000000e-01,1.730997e+01
2.429781e+00,1.451065e+25,1.172102e-01,1.731030e+01
2.429781e+00,1.451065e+25,1.373824e-01,1.731069e+01
2.429781e+00,1.451065e+25,1.610262e-01,1.731114e+01
2.429781e+00,1.451065e+25,1.887392e-01,1.731167e+01
2.429781e+00,1.451065e+25,2.212216e-01,1.731230e+01
2.429781e+00,1.451065e+25,2.592944e-01,1.731302e+01
2.429781e+00,1.451065e+25,3.039195e-01,1.731388e+01
2.429781e+00,1.451065e+25,3.562248e-01,1.731488e+01
2.429781e+00,1.451065e+25,4.175319e-01,1.731604e+01
2.429781e+00,1.451065e+25,4.893901e-01,1.731741e+01
2.429781e+00,1.451065e+25,5.736153e-01,1.731901e+01
2.429781e+00,1.451065e+25,6.723358e-01,1.732088e+01
2.429781e+00,1.451065e+25,7.880463e-01,1.732307e+01
2.429781e+00,1.451065e+25,9.236709e-01,1.732562e+01
2.429781e+00,1.451065e+25,1.000000e+00,1.732705e+01
2.429781e+00,1.451065e+25,1.082637e+00,1.732884e+01
2.429781e+00,1.451065e+25,1.268961e+00,1.733241e+01
2.429781e+00,1.451065e+25,1.487352e+00,1.733660e+01
2.429781e+00,1.451065e+25,1.743329e+00,1.734149e+01
2.429781e+00,1.451065e+25,2.043360e+00,1.734723e+01
2.429781e+00,1.451065e+25,2.395027e+00,1.735394e+01
2.429781e+00,1.451065e+25,2.807216e+00,1.736180e+01
2.429781e+00,1.451065e+25,3.290345e+00,1.737099e+01
2.429781e+00,1.451065e+25,3.856620e+00,1.738175e+01
2.429781e+00,1.451065e+25,4.520354e+00,1.739434e+01
2.429781e+00,1.451065e+25,5.298317e+00,1.740905e+01
2.429781e+00,1.451065e+25,6.210169e+00,1.742625e+01
2.429781e+00,1.451065e+25,7.278954e+00,1.743680e+01
2.429781e+00,1.451065e+25,8.531679e+00,1.745896e+01
2.429781e+00,1.451065e+25,1.000000e+01,1.748457e+01
2.619764e+00,1.564523e+25,1.000000e-01,1.777276e+01
2.619764e+00,1.564523e+25,1.172102e-01,1.777304e+01
2.619764e+00,1.564523e+25,1.373824e-01,1.777338e+01
2.619764e+00,1.564523e+25,1.610262e-01,1.777377e+01
2.619764e+00,1.564523e+25,1.887392e-01,1.777422e+01
2.619764e+00,1.564523e+25,2.212216e-01,1.777476e+01
2.619764e+00,1.564523e+25,2.592944e-01,1.777539e+01
2.619764e+00,1.564523e+25,3.039195e-01,1.777612e+01
2.619764e+00,1.564523e+25,3.562248e-01,1.777698e+01
2.619764e+00,1.564523e+25,4.175319e-01,1.777798e+01
2.619764e+00,1.564523e+25,4.893901e-01,1.777916e+01
2.619764e+00,1.564523e+25,5.736153e-01,1.778054e+01
2.619764e+00,1.564523e+25,6.723358e-01,1.778215e+01
2.619764e+00,1.564523e+25,7.880463e-01,1.778403e+01
2.619764e+00,1.564523e+25,9.236709e-01,1.778623e+01
2.619764e+00,1.564523e+25,1.000000e+00,1.778747e+01
2.619764e+00,1.564523e+25,1.082637e+00,1.778880e+01
2.619764e+00,1.564523e+25,1.268961e+00,1.779180e+01
2.619764e+00,1.564523e+25,1.487352e+00,1.779530e+01
2.619764e+00,1.564523e+25,1.743329e+00,1.779938e+01
2.619764e+00,1.564523e+25,2.043360e+00,1.780413e+01
2.619764e+00,1.564523e+25,2.395027e+00,1.780965e+01
2.619764e+00,1.564523e+25,2.807216e+00,1.781606e+01
2.619764e+00,1.564523e+25,3.290345e+00,1.782350e+01
2.619764e+00,1.564523e+25,3.856620e+00,1.783211e+01
2.619764e+00,1.564523e+25,4.520354e+00,1.784204e+01
2.619764e+00,1.564523e+25,5.298317e+00,1.785809e+01
2.619764e+00,1.564523e+25,6.210169e+00,1.787292e+01
2.619764e+00,1.564523e+25,7.278954e+00,1.789027e+01
2.619764e+00,1.564523e+25,8.531679e+00,1.791054e+01
2.619764e+00,1.564523e+25,1.000000e+01,1.793423e+01
2.824603e+00,1.686853e+25,1.000000e-01,1.824825e+01
2.824603e+00,1.686853e+25,1.172102e-01,1.824851e+01
2.824603e+00,1.686853e+25,1.373824e-01,1.824882e+01
2.824603e+00,1.686853e+25,1.610262e-01,1.824918e+01
2.824603e+00,1.686853e+25,1.887392e-01,1.824960e+01
2.824603e+00,1.686853e+25,2.212216e-01,1.825009e+01
2.824603e+00,1.686853e+25,2.592944e-01,1.825067e+01
2.824603e+00,1.686853e+25,3.039195e-01,1.825135e+01
2.824603e+00,1.686853e+25,3.562248e-01,1.825214e+01
2.824603e+00,1.686853e+25,4.175319e-01,1.825306e+01
2.824603e+00,1.686853e+25,4.893901e-01,1.825415e+01
2.824603e+00,1.686853e+25,5.736153e-01,1.825542e+01
2.824603e+00,1.686853e+25,6.723358e-01,1.825690e+01
2.824603e+00,1.686853e+25,7.880463e-01,1.825863e+01
2.824603e+00,1.686853e+25,9.236709e-01,1.826066e+01
2.824603e+00,1.686853e+25,1.000000e+00,1.826180e+01
2.824603e+00,1.686853e+25,1.082637e+00,1.826303e+01
2.824603e+00,1.686853e+25,1.268961e+00,1.826579e+01
2.824603e+00,1.686853e+25,1.487352e+00,1.826901e+01
2.824603e+00,1.686853e+25,1.743329e+00,1.827276e+01
2.824603e+00,1.686853e+25,2.043360e+00,1.827713e+01
2.824603e+00,1.686853e+25,2.395027e+00,1.828222e+01
2.824603e+00,1.686853e+25,2.807216e+00,1.828812e+01
2.824603e+00,1.686853e+25,3.290345e+00,1.829496e+01
2.824603e+00,1.686853e+25,3.856620e+00,1.830287e+01
2.824603e+00,1.686853e+25,4.520354e+00,1.831201e+01
2.824603e+00,1.686853e+25,5.298317e+00,1.832690e+01
2.824603e+00,1.686853e+25,6.210169e+00,1.834058e+01
2.824603e+00,1.686853e+25,7.278954e+00,1.835658e+01
2.824603e+00,1.686853e+25,8.531679e+00,1.837528e+01
2.824603e+00,1.686853e+25,1.000000e+01,1.839726e+01
3.045457e+00,1.818747e+25,1.000000e-01,1.873666e+01
3.045457e+00,1.818747e+25,1.172102e-01,1.873690e+01
3.045457e+00,1.818747e+25,1.373824e-01,1.873719e+01
3.045457e+00,1.818747e+25,1.610262e-01,1.873752e+01
3.045457e+00,1.818747e+25,1.887392e-01,1.873790e+01
3.045457e+00,1.818747e+25,2.212216e-01,1.873836e+01
3.045457e+00,1.818747e+25,2.592944e-01,1.873889e+01
3.045457e+00,1.818747e+25,3.039195e-01,1.873951e+01
3.045457e+00,1.818747e+25,3.562248e-01,1.874023e+01
3.045457e+00,1.818747e+25,4.175319e-01,1.874109e+01
3.045457e+00,1.818747e+25,4.893901e-01,1.874208e+01
3.045457e+00,1.818747e+25,5.736153e-01,1.874325e+01
3.045457e+00,1.818747e+25,6.723358e-01,1.874461e+01
3.045457e+00,1.818747e+25,7.880463e-01,1.874620e+01
3.045457e+00,1.818747e+25,9.236709e-01,1.874806e+01
3.045457e+00,1.818747e+25,1.000000e+00,1.874911e+01
3.045457e+00,1.818747e+25,1.082637e+00,1.875024e+01
3.045457e+00,1.818747e+25,1.268961e+00,1.875277e+01
3.045457e+00,1.818747e+25,1.487352e+00,1.875573e+01
3.045457e+00,1.818747e+25,1.743329e+00,1.875918e+01
3.045457e+00,1.818747e+25,2.043360e+00,1.876319e+01
3.045457e+00,1.818747e+25,2.395027e+00,1.876786e+01
3.045457e+00,1.818747e+25,2.807216e+00,1.877328e+01
3.045457e+00,1.818747e+25,3.290345e+00,1.877956e+01
3.045457e+00,1.818747e+25,3.856620e+00,1.878682e+01
3.045457e+00,1.818747e+25,4.520354e+00,1.879825e+01
3.045457e+00,1.818747e+25,5.298317e+00,1.880902e+01
3.045457e+00,1.818747e+25,6.210169e+00,1.882161e+01
3.045457e+00,1.818747e+25,7.278954e+00,1.883635e+01
3.045457e+00,1.818747e+25,8.531679e+00,1.885358e+01
3.045457e+00,1.818747e+25,1.000000e+01,1.887372e+01
3.283580e+00,1.960954e+25,1.000000e-01,1.923834e+01
3.283580e+00,1.960954e+25,1.172102e-01,1.923857e+01
3.283580e+00,1.960954e+25,1.373824e-01,1.923882e+01
3.283580e+00,1.960954e+25,1.610262e-01,1.923913e+01
3.283580e+00,1.960954e+25,1.887392e-01,1.923948e+01
3.283580e+00,1.960954e+25,2.212216e-01,1.923990e+01
3.283580e+00,1.960954e+25,2.592944e-01,1.924039e+01
3.283580e+00,1.960954e+25,3.039195e-01,1.924097e+01
3.283580e+00,1.960954e+25,3.562248e-01,1.924164e+01
3.283580e+00,1.960954e+25,4.175319e-01,1.924242e+01
3.283580e+00,1.960954e+25,4.893901e-01,1.924335e+01
3.283580e+00,1.960954e+25,5.736153e-01,1.924443e+01
3.283580e+00,1.960954e+25,6.723358e-01,1.924569e+01
3.283580e+00,1.960954e+25,7.880463e-01,1.924718e+01
3.283580e+00,1.960954e+25,9.236709e-01,1.924892e+01
3.283580e+00,1.960954e+25,1.000000e+00,1.924989e+01
3.283580e+00,1.960954e+25,1.082637e+00,1.925095e+01
3.283580e+00,1.960954e+25,1.268961e+00,1.925334e+01
3.283580e+00,1.960954e+25,1.487352e+00,1.925614e+01
3.283580e+00,1.960954e+25,1.743329e+00,1.925941e+01
3.283580e+00,1.960954e+25,2.043360e+00,1.926325e+01
3.283580e+00,1.960954e+25,2.395027e+00,1.926774e+01
3.283580e+00,1.960954e+25,2.807216e+00,1.926995e+01
3.283580e+00,1.960954e+25,3.290345e+00,1.927540e+01
3.283580e+00,1.960954e+25,3.856620e+00,1.928170e+01
3.283580e+00,1.960954e+25,4.520354e+00,1.928897e+01
3.283580e+00,1.960954e+25,5.298317e+00,1.930082e+01
3.283580e+00,1.960954e+25,6.210169e+00,1.931172e+01
3.283580e+00,1.960954e+25,7.278954e+00,1.932447e+01
3.283580e+00,1.960954e+25,8.531679e+00,1.933939e+01
3.283580e+00,1.960954e+25,1.000000e+01,1.935684e+01
3.540321e+00,2.114280e+25,1.000000e-01,1.975360e+01
3.540321e+00,2.114280e+25,1.172102e-01,1.975379e+01
3.540321e+00,2.114280e+25,1.373824e-01,1.975401e+01
3.540321e+00,2.114280e+25,1.610262e-01,1.975427e+01
3.540321e+00,2.114280e+25,1.887392e-01,1.975458e+01
3.540321e+00,2.114280e+25,2.212216e-01,1.975494e+01
3.540321e+00,2.114280e+25,2.592944e-01,1.975536e+01
3.540321e+00,2.114280e+25,3.039195e-01,1.975585e+01
3.540321e+00,2.114280e+25,3.562248e-01,1.975643e+01
3.540321e+00,2.114280e+25,4.175319e-01,1.975710e+01
3.540321e+00,2.114280e+25,4.893901e-01,1.975789e+01
3.540321e+00,2.114280e+25,5.736153e-01,1.975882e+01
3.540321e+00,2.114280e+25,6.723358e-01,1.975990e+01
3.540321e+00,2.114280e+25,7.880463e-01,1.976116e+01
3.540321e+00,2.114280e+25,9.236709e-01,1.976264e+01
3.540321e+00,2.114280e+25,1.000000e+00,1.976347e+01
3.540321e+00,2.114280e+25,1.082637e+00,1.976437e+01
3.540321e+00,2.114280e+25,1.268961e+00,1.976638e+01
3.540321e+00,2.114280e+25,1.487352e+00,1.976873e+01
3.540321e+00,2.114280e+25,1.743329e+00,1.977147e+01
3.540321e+00,2.114280e+25,2.043360e+00,1.977466e+01
3.540321e+00,2.114280e+25,2.395027e+00,1.977836e+01
3.540321e+00,2.114280e+25,2.807216e+00,1.978267e+01
3.540321e+00,2.114280e+25,3.290345e+00,1.978766e+01
3.540321e+00,2.114280e+25,3.856620e+00,1.979344e+01
3.540321e+00,2.114280e+25,4.520354e+00,1.980011e+01
3.540321e+00,2.114280e+25,5.298317e+00,1.981105e+01
3.540321e+00,2.114280e+25,6.210169e+00,1.982106e+01
3.540321e+00,2.114280e+25,7.278954e+00,1.983279e+01
3.540321e+00,2.114280e+25,8.531679e+00,1.984650e+01
3.540321e+00,2.114280e+25,1.000000e+01,1.986253e+01
3.817137e+00,2.279594e+25,1.000000e-01,2.028293e+01
3.817137e+00,2.279594e+25,1.172102e-01,2.028311e+01
3.817137e+00,2.279594e+25,1.373824e-01,2.028331e+01
3.817137e+00,2.279594e+25,1.610262e-01,2.028355e+01
3.817137e+00,2.279594e+25,1.887392e-01,2.028383e+01
3.817137e+00,2.279594e+25,2.212216e-01,2.028416e+01
3.817137e+00,2.279594e+25,2.592944e-01,2.028455e+01
3.817137e+00,2.279594e+25,3.039195e-01,2.028500e+01
3.817137e+00,2.279594e+25,3.562248e-01,2.028553e+01
3.817137e+00,2.279594e+25,4.175319e-01,2.028614e+01
3.817137e+00,2.279594e+25,4.893901e-01,2.028687e+01
3.817137e+00,2.279594e+25,5.736153e-01,2.028771e+01
3.817137e+00,2.279594e+25,6.723358e-01,2.028870e+01
3.817137e+00,2.279594e+25,7.880463e-01,2.028986e+01
3.817137e+00,2.279594e+25,9.236709e-01,2.029121e+01
3.817137e+00,2.279594e+25,1.000000e+00,2.029197e+01
3.817137e+00,2.279594e+25,1.082637e+00,2.029279e+01
3.817137e+00,2.279594e+25,1.268961e+00,2.029464e+01
3.817137e+00,2.279594e+25,1.487352e+00,2.029679e+01
3.817137e+00,2.279594e+25,1.743329e+00,2.029929e+01
3.817137e+00,2.279594e+25,2.043360e+00,2.030221e+01
3.817137e+00,2.279594e+25,2.395027e+00,2.030560e+01
3.817137e+00,2.279594e+25,2.807216e+00,2.030954e+01
3.817137e+00,2.279594e+25,3.290345e+00,2.031411e+01
3.817137e+00,2.279594e+25,3.856620e+00,2.031939e+01
3.817137e+00,2.279594e+25,4.520354e+00,2.032773e+01
3.817137e+00,2.279594e+25,5.298317e+00,2.033557e+01
3.817137e+00,2.279594e+25,6.210169e+00,2.034476e+01
