M_planet (M_Earth),M_planet (kg),Pressure (bar),Feasible,Launch Mass (kg),Num Stages,Mission Reliability
1.061503e+00,6.339293e+24,3.856620e+00,1,5.139136e+04,2,0.940900
1.061503e+00,6.339293e+24,4.520354e+00,1,5.203695e+04,2,0.940900
1.061503e+00,6.339293e+24,5.298317e+00,1,5.278958e+04,2,0.940900
1.061503e+00,6.339293e+24,6.210169e+00,1,5.401466e+04,2,0.940900
1.061503e+00,6.339293e+24,7.278954e+00,1,5.517917e+04,2,0.940900
1.061503e+00,6.339293e+24,8.531679e+00,1,5.656897e+04,2,0.940900
1.061503e+00,6.339293e+24,1.000000e+01,1,5.823380e+04,2,0.940900
1.144501e+00,6.834959e+24,1.000000e-01,1,5.487645e+04,2,0.940900
1.144501e+00,6.834959e+24,1.172102e-01,1,5.489520e+04,2,0.940900
1.144501e+00,6.834959e+24,1.373824e-01,1,5.491717e+04,2,0.940900
1.144501e+00,6.834959e+24,1.610262e-01,1,5.494292e+04,2,0.940900
1.144501e+00,6.834959e+24,1.887392e-01,1,5.497310e+04,2,0.940900
1.144501e+00,6.834959e+24,2.212216e-01,1,5.500846e+04,2,0.940900
1.144501e+00,6.834959e+24,2.592944e-01,1,5.504991e+04,2,0.940900
1.144501e+00,6.834959e+24,3.039195e-01,1,5.509849e+04,2,0.940900
1.144501e+00,6.834959e+24,3.562248e-01,1,5.515542e+04,2,0.940900
1.144501e+00,6.834959e+24,4.175319e-01,1,5.522213e+04,2,0.940900
1.144501e+00,6.834959e+24,4.893901e-01,1,5.530030e+04,2,0.940900
1.144501e+00,6.834959e+24,5.736153e-01,1,5.539191e+04,2,0.940900
1.144501e+00,6.834959e+24,6.723358e-01,1,5.549923e+04,2,0.940900
1.144501e+00,6.834959e+24,7.880463e-01,1,5.562498e+04,2,0.940900
1.144501e+00,6.834959e+24,9.236709e-01,1,5.577229e+04,2,0.940900
1.144501e+00,6.834959e+24,1.000000e+00,1,5.585516e+04,2,0.940900
1.144501e+00,6.834959e+24,1.082637e+00,1,5.594484e+04,2,0.940900
1.144501e+00,6.834959e+24,1.268961e+00,1,5.614693e+04,2,0.940900
1.144501e+00,6.834959e+24,1.487352e+00,1,5.638357e+04,2,0.940900
1.144501e+00,6.834959e+24,1.743329e+00,1,5.666059e+04,2,0.940900
1.144501e+00,6.834959e+24,2.043360e+00,1,5.698479e+04,2,0.940900
1.144501e+00,6.834959e+24,2.395027e+00,1,5.736404e+04,2,0.940900
1.144501e+00,6.834959e+24,2.807216e+00,1,5.780745e+04,2,0.940900
1.144501e+00,6.834959e+24,3.290345e+00,1,5.832549e+04,2,0.940900
1.144501e+00,6.834959e+24,3.856620e+00,1,5.893016e+04,2,0.940900
1.144501e+00,6.834959e+24,4.520354e+00,1,5.963502e+04,2,0.940900
1.144501e+00,6.834959e+24,5.298317e+00,1,6.045523e+04,2,0.940900
1.144501e+00,6.834959e+24,6.210169e+00,1,6.182874e+04,2,0.940900
1.144501e+00,6.834959e+24,7.278954e+00,1,6.310845e+04,2,0.940900
1.144501e+00,6.834959e+24,8.531679e+00,1,6.463508e+04,2,0.940900
1.144501e+00,6.834959e+24,1.000000e+01,1,6.646302e+04,2,0.940900
1.233989e+00,7.369381e+24,1.000000e-01,1,6.367912e+04,2,0.940900
1.233989e+00,7.369381e+24,1.172102e-01,1,6.369996e+04,2,0.940900
1.233989e+00,7.369381e+24,1.373824e-01,1,6.372439e+04,2,0.940900
1.233989e+00,7.369381e+24,1.610262e-01,1,6.375302e+04,2,0.940900
1.233989e+00,7.369381e+24,1.887392e-01,1,6.378657e+04,2,0.940900
1.233989e+00,7.369381e+24,2.212216e-01,1,6.382588e+04,2,0.940900
1.233989e+00,7.369381e+24,2.592944e-01,1,6.387196e+04,2,0.940900
1.233989e+00,7.369381e+24,3.039195e-01,1,6.392595e+04,2,0.940900
1.233989e+00,7.369381e+24,3.562248e-01,1,6.398922e+04,2,0.940900
1.233989e+00,7.369381e+24,4.175319e-01,1,6.406335e+04,2,0.940900
1.233989e+00,7.369381e+24,4.893901e-01,1,6.415020e+04,2,0.940900
1.233989e+00,7.369381e+24,5.736153e-01,1,6.425195e+04,2,0.940900
1.233989e+00,7.369381e+24,6.723358e-01,1,6.437115e+04,2,0.940900
1.233989e+00,7.369381e+24,7.880463e-01,1,6.451077e+04,2,0.940900
1.233989e+00,7.369381e+24,9.236709e-01,1,6.467429e+04,2,0.940900
1.233989e+00,7.369381e+24,1.000000e+00,1,6.476625e+04,2,0.940900
1.233989e+00,7.369381e+24,1.082637e+00,1,6.486576e+04,2,0.940900
1.233989e+00,7.369381e+24,1.268961e+00,1,6.508991e+04,2,0.940900
1.233989e+00,7.369381e+24,1.487352e+00,1,6.535226e+04,2,0.940900
1.233989e+00,7.369381e+24,1.743329e+00,1,6.565922e+04,2,0.940900
1.233989e+00,7.369381e+24,2.043360e+00,1,6.601820e+04,2,0.940900
1.233989e+00,7.369381e+24,2.395027e+00,1,6.643781e+04,2,0.940900
1.233989e+00,7.369381e+24,2.807216e+00,1,6.692795e+04,2,0.940900
1.233989e+00,7.369381e+24,3.290345e+00,1,6.749994e+04,2,0.940900
1.233989e+00,7.369381e+24,3.856620e+00,1,6.816668e+04,2,0.940900
1.233989e+00,7.369381e+24,4.520354e+00,1,6.894263e+04,2,0.940900
1.233989e+00,7.369381e+24,5.298317e+00,1,7.020603e+04,2,0.940900
1.233989e+00,7.369381e+24,6.210169e+00,1,7.139953e+04,2,0.940900
1.233989e+00,7.369381e+24,7.278954e+00,1,7.281861e+04,2,0.940900
1.233989e+00,7.369381e+24,8.531679e+00,1,7.451088e+04,2,0.940900
1.233989e+00,7.369381e+24,1.000000e+01,1,7.655621e+04,2,0.940900
1.330474e+00,7.945590e+24,1.000000e-01,1,7.461072e+04,2,0.940900
1.330474e+00,7.945590e+24,1.172102e-01,1,7.463413e+04,2,0.940900
1.330474e+00,7.945590e+24,1.373824e-01,1,7.466156e+04,2,0.940900
1.330474e+00,7.945590e+24,1.610262e-01,1,7.469371e+04,2,0.940900
1.330474e+00,7.945590e+24,1.887392e-01,1,7.473138e+04,2,0.940900
1.330474e+00,7.945590e+24,2.212216e-01,1,7.477553e+04,2,0.940900
1.330474e+00,7.945590e+24,2.592944e-01,1,7.482725e+04,2,0.940900
1.330474e+00,7.945590e+24,3.039195e-01,1,7.488786e+04,2,0.940900
1.330474e+00,7.945590e+24,3.562248e-01,1,7.495888e+04,2,0.940900
1.330474e+00,7.945590e+24,4.175319e-01,1,7.504207e+04,2,0.940900
1.330474e+00,7.945590e+24,4.893901e-01,1,7.513953e+04,2,0.940900
1.330474e+00,7.945590e+24,5.736153e-01,1,7.525369e+04,2,0.940900
1.330474e+00,7.945590e+24,6.723358e-01,1,7.538740e+04,2,0.940900
1.330474e+00,7.945590e+24,7.880463e-01,1,7.554396e+04,2,0.940900
1.330474e+00,7.945590e+24,9.236709e-01,1,7.572727e+04,2,0.940900
1.330474e+00,7.945590e+24,1.000000e+00,1,7.583034e+04,2,0.940900
1.330474e+00,7.945590e+24,1.082637e+00,1,7.594184e+04,2,0.940900
1.330474e+00,7.945590e+24,1.268961e+00,1,7.619293e+04,2,0.940900
1.330474e+00,7.945590e+24,1.487352e+00,1,7.648665e+04,2,0.940900
1.330474e+00,7.945590e+24,1.743329e+00,1,7.683011e+04,2,0.940900
1.330474e+00,7.945590e+24,2.043360e+00,1,7.723150e+04,2,0.940900
1.330474e+00,7.945590e+24,2.395027e+00,1,7.770029e+04,2,0.940900
1.330474e+00,7.945590e+24,2.807216e+00,1,7.824731e+04,2,0.940900
1.330474e+00,7.945590e+24,3.290345e+00,1,7.888493e+04,2,0.940900
1.330474e+00,7.945590e+24,3.856620e+00,1,7.962709e+04,2,0.940900
1.330474e+00,7.945590e+24,4.520354e+00,1,8.080589e+04,2,0.940900
1.330474e+00,7.945590e+24,5.298317e+00,1,8.193383e+04,2,0.940900
1.330474e+00,7.945590e+24,6.210169e+00,1,8.328031e+04,2,0.940900
1.330474e+00,7.945590e+24,7.278954e+00,1,8.487180e+04,2,0.940900
1.330474e+00,7.945590e+24,8.531679e+00,1,8.676807e+04,2,0.940900
1.330474e+00,7.945590e+24,1.000000e+01,1,8.903487e+04,2,0.940900
1.434503e+00,8.566851e+24,1.000000e-01,1,8.838287e+04,2,0.940900
1.434503e+00,8.566851e+24,1.172102e-01,1,8.840946e+04,2,0.940900
1.434503e+00,8.566851e+24,1.373824e-01,1,8.844062e+04,2,0.940900
1.434503e+00,8.566851e+24,1.610262e-01,1,8.847714e+04,2,0.940900
1.434503e+00,8.566851e+24,1.887392e-01,1,8.851993e+04,2,0.940900
1.434503e+00,8.566851e+24,2.212216e-01,1,8.857006e+04,2,0.940900
1.434503e+00,8.566851e+24,2.592944e-01,1,8.862881e+04,2,0.940900
1.434503e+00,8.566851e+24,3.039195e-01,1,8.869763e+04,2,0.940900
1.434503e+00,8.566851e+24,3.562248e-01,1,8.877826e+04,2,0.940900
1.434503e+00,8.566851e+24,4.175319e-01,1,8.887270e+04,2,0.940900
1.434503e+00,8.566851e+24,4.893901e-01,1,8.898332e+04,2,0.940900
1.434503e+00,8.566851e+24,5.736153e-01,1,8.911287e+04,2,0.940900
1.434503e+00,8.566851e+24,6.723358e-01,1,8.926455e+04,2,0.940900
1.434503e+00,8.566851e+24,7.880463e-01,1,8.944213e+04,2,0.940900
1.434503e+00,8.566851e+24,9.236709e-01,1,8.964997e+04,2,0.940900
1.434503e+00,8.566851e+24,1.000000e+00,1,8.976680e+04,2,0.940900
1.434503e+00,8.566851e+24,1.082637e+00,1,8.989316e+04,2,0.940900
1.434503e+00,8.566851e+24,1.268961e+00,1,9.017762e+04,2,0.940900
1.434503e+00,8.566851e+24,1.487352e+00,1,9.051019e+04,2,0.940900
1.434503e+00,8.566851e+24,1.743329e+00,1,9.089883e+04,2,0.940900
1.434503e+00,8.566851e+24,2.043360e+00,1,9.135267e+04,2,0.940900
1.434503e+00,8.566851e+24,2.395027e+00,1,9.188224e+04,2,0.940900
1.434503e+00,8.566851e+24,2.807216e+00,1,9.264618e+04,2,0.940900
1.434503e+00,8.566851e+24,3.290345e+00,1,9.342228e+04,2,0.940900
1.434503e+00,8.566851e+24,3.856620e+00,1,9.433805e+04,2,0.940900
1.434503e+00,8.566851e+24,4.520354e+00,1,9.541996e+04,2,0.940900
1.434503e+00,8.566851e+24,5.298317e+00,1,9.670002e+04,2,0.940900
1.434503e+00,8.566851e+24,6.210169e+00,1,9.821721e+04,2,0.940900
1.434503e+00,8.566851e+24,7.278954e+00,1,1.000193e+05,2,0.940900
1.434503e+00,8.566851e+24,8.531679e+00,1,9.908149e+04,3,0.912673
1.434503e+00,8.566851e+24,1.000000e+01,1,1.006039e+05,3,0.912673
1.546666e+00,9.236689e+24,1.000000e-01,1,1.020397e+05,3,0.912673
1.546666e+00,9.236689e+24,1.172102e-01,1,1.020624e+05,3,0.912673
1.546666e+00,9.236689e+24,1.373824e-01,1,1.020889e+05,3,0.912673
1.546666e+00,9.236689e+24,1.610262e-01,1,1.021201e+05,3,0.912673
1.546666e+00,9.236689e+24,1.887392e-01,1,1.021565e+05,3,0.912673
1.546666e+00,9.236689e+24,2.212216e-01,1,1.021993e+05,3,0.912673
1.546666e+00,9.236689e+24,2.592944e-01,1,1.022493e+05,3,0.912673
1.546666e+00,9.236689e+24,3.039195e-01,1,1.023080e+05,3,0.912673
1.546666e+00,9.236689e+24,3.562248e-01,1,1.023767e+05,3,0.912673
1.546666e+00,9.236689e+24,4.175319e-01,1,1.024572e+05,3,0.912673
1.546666e+00,9.236689e+24,4.893901e-01,1,1.025515e+05,3,0.912673
1.546666e+00,9.236689e+24,5.736153e-01,1,1.026619e+05,3,0.912673
1.546666e+00,9.236689e+24,6.723358e-01,1,1.027911e+05,3,0.912673
1.546666e+00,9.236689e+24,7.880463e-01,1,1.029425e+05,3,0.912673
1.546666e+00,9.236689e+24,9.236709e-01,1,1.031196e+05,3,0.912673
1.546666e+00,9.236689e+24,1.000000e+00,1,1.032191e+05,3,0.912673
1.546666e+00,9.236689e+24,1.082637e+00,1,1.033268e+05,3,0.912673
1.546666e+00,9.236689e+24,1.268961e+00,1,1.035692e+05,3,0.912673
1.546666e+00,9.236689e+24,1.487352e+00,1,1.038527e+05,3,0.912673
1.546666e+00,9.236689e+24,1.743329e+00,1,1.041839e+05,3,0.912673
1.546666e+00,9.236689e+24,2.043360e+00,1,1.045708e+05,3,0.912673
1.546666e+00,9.236689e+24,2.395027e+00,1,1.050224e+05,3,0.912673
1.546666e+00,9.236689e+24,2.807216e+00,1,1.055491e+05,3,0.912673
1.546666e+00,9.236689e+24,3.290345e+00,1,1.061628e+05,3,0.912673
1.546666e+00,9.236689e+24,3.856620e+00,1,1.068768e+05,3,0.912673
1.546666e+00,9.236689e+24,4.520354e+00,1,1.077063e+05,3,0.912673
1.546666e+00,9.236689e+24,5.298317e+00,1,1.090372e+05,3,0.912673
1.546666e+00,9.236689e+24,6.210169e+00,1,1.102949e+05,3,0.912673
1.546666e+00,9.236689e+24,7.278954e+00,1,1.117815e+05,3,0.912673
1.546666e+00,9.236689e+24,8.531679e+00,1,1.135682e+05,3,0.912673
1.546666e+00,9.236689e+24,1.000000e+01,1,1.156648e+05,3,0.912673
1.667599e+00,9.958901e+24,1.000000e-01,1,1.189373e+05,3,0.912673
1.667599e+00,9.958901e+24,1.172102e-01,1,1.189623e+05,3,0.912673
1.667599e+00,9.958901e+24,1.373824e-01,1,1.189915e+05,3,0.912673
1.667599e+00,9.958901e+24,1.610262e-01,1,1.190257e+05,3,0.912673
1.667599e+00,9.958901e+24,1.887392e-01,1,1.190658e+05,3,0.912673
1.667599e+00,9.958901e+24,2.212216e-01,1,1.191128e+05,3,0.912673
1.667599e+00,9.958901e+24,2.592944e-01,1,1.191679e+05,3,0.912673
1.667599e+00,9.958901e+24,3.039195e-01,1,1.192324e+05,3,0.912673
1.667599e+00,9.958901e+24,3.562248e-01,1,1.193079e+05,3,0.912673
1.667599e+00,9.958901e+24,4.175319e-01,1,1.193964e+05,3,0.912673
1.667599e+00,9.958901e+24,4.893901e-01,1,1.195001e+05,3,0.912673
1.667599e+00,9.958901e+24,5.736153e-01,1,1.196214e+05,3,0.912673
1.667599e+00,9.958901e+24,6.723358e-01,1,1.197635e+05,3,0.912673
1.667599e+00,9.958901e+24,7.880463e-01,1,1.199298e+05,3,0.912673
1.667599e+00,9.958901e+24,9.236709e-01,1,1.201244e+05,3,0.912673
1.667599e+00,9.958901e+24,1.000000e+00,1,1.202337e+05,3,0.912673
1.667599e+00,9.958901e+24,1.082637e+00,1,1.203520e+05,3,0.912673
1.667599e+00,9.958901e+24,1.268961e+00,1,1.206181e+05,3,0.912673
1.667599e+00,9.958901e+24,1.487352e+00,1,1.209292e+05,3,0.912673
1.667599e+00,9.958901e+24,1.743329e+00,1,1.212927e+05,3,0.912673
1.667599e+00,9.958901e+24,2.043360e+00,1,1.217170e+05,3,0.912673
1.667599e+00,9.958901e+24,2.395027e+00,1,1.222121e+05,3,0.912673
1.667599e+00,9.958901e+24,2.807216e+00,1,1.227891e+05,3,0.912673
1.667599e+00,9.958901e+24,3.290345e+00,1,1.234608e+05,3,0.912673
1.667599e+00,9.958901e+24,3.856620e+00,1,1.242417e+05,3,0.912673
1.667599e+00,9.958901e+24,4.520354e+00,1,1.254648e+05,3,0.912673
1.667599e+00,9.958901e+24,5.298317e+00,1,1.266374e+05,3,0.912673
1.667599e+00,9.958901e+24,6.210169e+00,1,1.280214e+05,3,0.912673
1.667599e+00,9.958901e+24,7.278954e+00,1,1.296570e+05,3,0.912673
1.667599e+00,9.958901e+24,8.531679e+00,1,1.315931e+05,3,0.912673
1.667599e+00,9.958901e+24,1.000000e+01,1,1.338893e+05,3,0.912673
1.797988e+00,1.073758e+25,1.000000e-01,1,1.396763e+05,3,0.912673
1.797988e+00,1.073758e+25,1.172102e-01,1,1.397040e+05,3,0.912673
1.797988e+00,1.073758e+25,1.373824e-01,1,1.397363e+05,3,0.912673
1.797988e+00,1.073758e+25,1.610262e-01,1,1.397742e+05,3,0.912673
1.797988e+00,1.073758e+25,1.887392e-01,1,1.398186e+05,3,0.912673
1.797988e+00,1.073758e+25,2.212216e-01,1,1.398707e+05,3,0.912673
1.797988e+00,1.073758e+25,2.592944e-01,1,1.399316e+05,3,0.912673
1.797988e+00,1.073758e+25,3.039195e-01,1,1.400030e+05,3,0.912673
1.797988e+00,1.073758e+25,3.562248e-01,1,1.400866e+05,3,0.912673
1.797988e+00,1.073758e+25,4.175319e-01,1,1.401846e+05,3,0.912673
1.797988e+00,1.073758e+25,4.893901e-01,1,1.402993e+05,3,0.912673
1.797988e+00,1.073758e+25,5.736153e-01,1,1.404392e+05,3,0.912673
1.797988e+00,1.073758e+25,6.723358e-01,1,1.405985e+05,3,0.912673
1.797988e+00,1.073758e+25,7.880463e-01,1,1.407854e+05,3,0.912673
1.797988e+00,1.073758e+25,9.236709e-01,1,1.410046e+05,3,0.912673
1.797988e+00,1.073758e+25,1.000000e+00,1,1.411280e+05,3,0.912673
1.797988e+00,1.073758e+25,1.082637e+00,1,1.412618e+05,3,0.912673
1.797988e+00,1.073758e+25,1.268961e+00,1,1.415636e+05,3,0.912673
1.797988e+00,1.073758e+25,1.487352e+00,1,1.419179e+05,3,0.912673
1.797988e+00,1.073758e+25,1.743329e+00,1,1.423339e+05,3,0.912673
1.797988e+00,1.073758e+25,2.043360e+00,1,1.428225e+05,3,0.912673
1.797988e+00,1.073758e+25,2.395027e+00,1,1.387071e+05,4,0.885293
1.797988e+00,1.073758e+25,2.807216e+00,1,1.392212e+05,4,0.885293
1.797988e+00,1.073758e+25,3.290345e+00,1,1.398199e+05,4,0.885293
1.797988e+00,1.073758e+25,3.856620e+00,1,1.405163e+05,4,0.885293
1.797988e+00,1.073758e+25,4.520354e+00,1,1.413249e+05,4,0.885293
1.797988e+00,1.073758e+25,5.298317e+00,1,1.426032e+05,4,0.885293
1.797988e+00,1.073758e+25,6.210169e+00,1,1.438187e+05,4,0.885293
1.797988e+00,1.073758e+25,7.278954e+00,1,1.452515e+05,4,0.885293
1.797988e+00,1.073758e+25,8.531679e+00,1,1.469427e+05,4,0.885293
1.797988e+00,1.073758e+25,1.000000e+01,1,1.489416e+05,4,0.885293
1.938572e+00,1.157715e+25,1.000000e-01,1,1.579095e+05,4,0.885293
1.938572e+00,1.157715e+25,1.172102e-01,1,1.579337e+05,4,0.885293
1.938572e+00,1.157715e+25,1.373824e-01,1,1.579621e+05,4,0.885293
1.938572e+00,1.157715e+25,1.610262e-01,1,1.579953e+05,4,0.885293
1.938572e+00,1.157715e+25,1.887392e-01,1,1.580343e+05,4,0.885293
1.938572e+00,1.157715e+25,2.212216e-01,1,1.580799e+05,4,0.885293
1.938572e+00,1.157715e+25,2.592944e-01,1,1.581334e+05,4,0.885293
1.938572e+00,1.157715e+25,3.039195e-01,1,1.581960e+05,4,0.885293
1.938572e+00,1.157715e+25,3.562248e-01,1,1.582694e+05,4,0.885293
1.938572e+00,1.157715e+25,4.175319e-01,1,1.583553e+05,4,0.885293
1.938572e+00,1.157715e+25,4.893901e-01,1,1.584559e+05,4,0.885293
1.938572e+00,1.157715e+25,5.736153e-01,1,1.585737e+05,4,0.885293
1.938572e+00,1.157715e+25,6.723358e-01,1,1.587115e+05,4,0.885293
1.938572e+00,1.157715e+25,7.880463e-01,1,1.588729e+05,4,0.885293
1.938572e+00,1.157715e+25,9.236709e-01,1,1.590617e+05,4,0.885293
1.938572e+00,1.157715e+25,1.000000e+00,1,1.591678e+05,4,0.885293
1.938572e+00,1.157715e+25,1.082637e+00,1,1.592825e+05,4,0.885293
1.938572e+00,1.157715e+25,1.268961e+00,1,1.595407e+05,4,0.885293
1.938572e+00,1.157715e+25,1.487352e+00,1,1.598423e+05,4,0.885293
1.938572e+00,1.157715e+25,1.743329e+00,1,1.601947e+05,4,0.885293
1.938572e+00,1.157715e+25,2.043360e+00,1,1.606060e+05,4,0.885293
1.938572e+00,1.157715e+25,2.395027e+00,1,1.610857e+05,4,0.885293
1.938572e+00,1.157715e+25,2.807216e+00,1,1.616447e+05,4,0.885293
1.938572e+00,1.157715e+25,3.290345e+00,1,1.622954e+05,4,0.885293
1.938572e+00,1.157715e+25,3.856620e+00,1,1.630516e+05,4,0.885293
1.938572e+00,1.157715e+25,4.520354e+00,1,1.639292e+05,4,0.885293
1.938572e+00,1.157715e+25,5.298317e+00,1,1.653324e+05,4,0.885293
1.938572e+00,1.157715e+25,6.210169e+00,1,1.666553e+05,4,0.885293
1.938572e+00,1.157715e+25,7.278954e+00,1,1.682143e+05,4,0.885293
1.938572e+00,1.157715e+25,8.531679e+00,1,1.700536e+05,4,0.885293
1.938572e+00,1.157715e+25,1.000000e+01,1,1.722264e+05,4,0.885293
2.090148e+00,1.248236e+25,1.000000e-01,1,1.847236e+05,4,0.885293
2.090148e+00,1.248236e+25,1.172102e-01,1,1.847501e+05,4,0.885293
2.090148e+00,1.248236e+25,1.373824e-01,1,1.847812e+05,4,0.885293
2.090148e+00,1.248236e+25,1.610262e-01,1,1.848176e+05,4,0.885293
2.090148e+00,1.248236e+25,1.887392e-01,1,1.848603e+05,4,0.885293
2.090148e+00,1.248236e+25,2.212216e-01,1,1.849103e+05,4,0.885293
2.090148e+00,1.248236e+25,2.592944e-01,1,1.849688e+05,4,0.885293
2.090148e+00,1.248236e+25,3.039195e-01,1,1.850374e+05,4,0.885293
2.090148e+00,1.248236e+25,3.562248e-01,1,1.851177e+05,4,0.885293
2.090148e+00,1.248236e+25,4.175319e-01,1,1.852118e+05,4,0.885293
2.090148e+00,1.248236e+25,4.893901e-01,1,1.853220e+05,4,0.885293
2.090148e+00,1.248236e+25,5.736153e-01,1,1.854510e+05,4,0.885293
2.090148e+00,1.248236e+25,6.723358e-01,1,1.856019e+05,4,0.885293
2.090148e+00,1.248236e+25,7.880463e-01,1,1.857786e+05,4,0.885293
2.090148e+00,1.248236e+25,9.236709e-01,1,1.859852e+05,4,0.885293
2.090148e+00,1.248236e+25,1.000000e+00,1,1.861013e+05,4,0.885293
2.090148e+00,1.248236e+25,1.082637e+00,1,1.862268e+05,4,0.885293
2.090148e+00,1.248236e+25,1.268961e+00,1,1.865093e+05,4,0.885293
2.090148e+00,1.248236e+25,1.487352e+00,1,1.868393e+05,4,0.885293
2.090148e+00,1.248236e+25,1.743329e+00,1,1.872246e+05,4,0.885293
2.090148e+00,1.248236e+25,2.043360e+00,1,1.876743e+05,4,0.885293
2.090148e+00,1.248236e+25,2.395027e+00,1,1.881985e+05,4,0.885293
2.090148e+00,1.248236e+25,2.807216e+00,1,1.888091e+05,4,0.885293
2.090148e+00,1.248236e+25,3.290345e+00,1,1.895194e+05,4,0.885293
2.090148e+00,1.248236e+25,3.856620e+00,1,1.903445e+05,4,0.885293
2.090148e+00,1.248236e+25,4.520354e+00,1,1.913013e+05,4,0.885293
2.090148e+00,1.248236e+25,5.298317e+00,1,1.928490e+05,4,0.885293
2.090148e+00,1.248236e+25,6.210169e+00,1,1.942956e+05,4,0.885293
2.090148e+00,1.248236e+25,7.278954e+00,1,1.959999e+05,4,0.885293
2.090148e+00,1.248236e+25,8.531679e+00,1,1.980097e+05,4,0.885293
2.090148e+00,1.248236e+25,1.000000e+01,1,2.004054e+05,4,0.885293
2.253575e+00,1.345835e+25,1.000000e-01,1,2.174570e+05,4,0.885293
2.253575e+00,1.345835e+25,1.172102e-01,1,2.174862e+05,4,0.885293
2.253575e+00,1.345835e+25,1.373824e-01,1,2.175204e+05,4,0.885293
2.253575e+00,1.345835e+25,1.610262e-01,1,2.175605e+05,4,0.885293
2.253575e+00,1.345835e+25,1.887392e-01,1,2.176075e+05,4,0.885293
2.253575e+00,1.345835e+25,2.212216e-01,1,2.176625e+05,4,0.885293
2.253575e+00,1.345835e+25,2.592944e-01,1,2.177270e+05,4,0.885293
2.253575e+00,1.345835e+25,3.039195e-01,1,2.178025e+05,4,0.885293
2.253575e+00,1.345835e+25,3.562248e-01,1,2.178909e+05,4,0.885293
2.253575e+00,1.345835e+25,4.175319e-01,1,2.179945e+05,4,0.885293
2.253575e+00,1.345835e+25,4.893901e-01,1,2.181157e+05,4,0.885293
2.253575e+00,1.345835e+25,5.736153e-01,1,2.182576e+05,4,0.885293
2.253575e+00,1.345835e+25,6.723358e-01,1,2.184237e+05,4,0.885293
2.253575e+00,1.345835e+25,7.880463e-01,1,2.186180e+05,4,0.885293
2.253575e+00,1.345835e+25,9.236709e-01,1,2.188453e+05,4,0.885293
2.253575e+00,1.345835e+25,1.000000e+00,1,2.189730e+05,4,0.885293
2.253575e+00,1.345835e+25,1.082637e+00,1,2.191110e+05,4,0.885293
2.253575e+00,1.345835e+25,1.268961e+00,1,2.194216e+05,4,0.885293
2.253575e+00,1.345835e+25,1.487352e+00,1,2.197844e+05,4,0.885293
2.253575e+00,1.345835e+25,1.743329e+00,1,2.202079e+05,4,0.885293
2.253575e+00,1.345835e+25,2.043360e+00,1,2.207019e+05,4,0.885293
2.253575e+00,1.345835e+25,2.395027e+00,1,2.212776e+05,4,0.885293
2.253575e+00,1.345835e+25,2.807216e+00,1,2.219478e+05,4,0.885293
2.253575e+00,1.345835e+25,3.290345e+00,1,2.227271e+05,4,0.885293
2.253575e+00,1.345835e+25,3.856620e+00,1,2.236318e+05,4,0.885293
2.253575e+00,1.345835e+25,4.520354e+00,1,2.246801e+05,4,0.885293
2.253575e+00,1.345835e+25,5.298317e+00,1,2.264027e+05,4,0.885293
2.253575e+00,1.345835e+25,6.210169e+00,1,2.279950e+05,4,0.885293
2.253575e+00,1.345835e+25,7.278954e+00,1,2.298705e+05,4,0.885293
2.253575e+00,1.345835e+25,8.531679e+00,1,2.320820e+05,4,0.885293
2.253575e+00,1.345835e+25,1.000000e+01,1,2.346927e+05,4,0.885293
2.429781e+00,1.451065e+25,1.000000e-01,1,2.577161e+05,4,0.885293
2.429781e+00,1.451065e+25,1.172102e-01,1,2.577484e+05,4,0.885293
2.429781e+00,1.451065e+25,1.373824e-01,1,2.577863e+05,4,0.885293
2.429781e+00,1.451065e+25,1.610262e-01,1,2.578306e+05,4,0.885293
2.429781e+00,1.451065e+25,1.887392e-01,1,2.578826e+05,4,0.885293
2.429781e+00,1.451065e+25,2.212216e-01,1,2.579435e+05,4,0.885293
2.429781e+00,1.451065e+25,2.592944e-01,1,2.580148e+05,4,0.885293
2.429781e+00,1.451065e+25,3.039195e-01,1,2.580984e+05,4,0.885293
2.429781e+00,1.451065e+25,3.562248e-01,1,2.581962e+05,4,0.885293
2.429781e+00,1.451065e+25,4.175319e-01,1,2.583108e+05,4,0.885293
2.429781e+00,1.451065e+25,4.893901e-01,1,2.584449e+05,4,0.885293
2.429781e+00,1.451065e+25,5.736153e-01,1,2.586019e+05,4,0.885293
2.429781e+00,1.451065e+25,6.723358e-01,1,2.587856e+05,4,0.885293
2.429781e+00,1.451065e+25,7.880463e-01,1,2.590005e+05,4,0.885293
2.429781e+00,1.451065e+25,9.236709e-01,1,2.592518e+05,4,0.885293
2.429781e+00,1.451065e+25,1.000000e+00,1,2.593930e+05,4,0.885293
2.429781e+00,1.451065e+25,1.082637e+00,1,2.595695e+05,4,0.885293
2.429781e+00,1.451065e+25,1.268961e+00,1,2.599218e+05,4,0.885293
2.429781e+00,1.451065e+25,1.487352e+00,1,2.603350e+05,4,0.885293
2.429781e+00,1.451065e+25,1.743329e+00,1,2.608198e+05,4,0.885293
2.429781e+00,1.451065e+25,2.043360e+00,1,2.613887e+05,4,0.885293
2.429781e+00,1.451065e+25,2.395027e+00,1,2.620565e+05,4,0.885293
2.429781e+00,1.451065e+25,2.807216e+00,1,2.628405e+05,4,0.885293
