M_planet (M_Earth),M_planet (kg),Pressure (bar),Launch Mass (tons)
1.330474e+00,7.945590e+24,8.531679e+00,8.676807e+01
1.330474e+00,7.945590e+24,1.000000e+01,8.903487e+01
1.434503e+00,8.566851e+24,1.000000e-01,8.838287e+01
1.434503e+00,8.566851e+24,1.172102e-01,8.840946e+01
1.434503e+00,8.566851e+24,1.373824e-01,8.844062e+01
1.434503e+00,8.566851e+24,1.610262e-01,8.847714e+01
1.434503e+00,8.566851e+24,1.887392e-01,8.851993e+01
1.434503e+00,8.566851e+24,2.212216e-01,8.857006e+01
1.434503e+00,8.566851e+24,2.592944e-01,8.862881e+01
1.434503e+00,8.566851e+24,3.039195e-01,8.869763e+01
1.434503e+00,8.566851e+24,3.562248e-01,8.877826e+01
1.434503e+00,8.566851e+24,4.175319e-01,8.887270e+01
1.434503e+00,8.566851e+24,4.893901e-01,8.898332e+01
1.434503e+00,8.566851e+24,5.736153e-01,8.911287e+01
1.434503e+00,8.566851e+24,6.723358e-01,8.926455e+01
1.434503e+00,8.566851e+24,7.880463e-01,8.944213e+01
1.434503e+00,8.566851e+24,9.236709e-01,8.964997e+01
1.434503e+00,8.566851e+24,1.000000e+00,8.976680e+01
1.434503e+00,8.566851e+24,1.082637e+00,8.989316e+01
1.434503e+00,8.566851e+24,1.268961e+00,9.017762e+01
1.434503e+00,8.566851e+24,1.487352e+00,9.051019e+01
1.434503e+00,8.566851e+24,1.743329e+00,9.089883e+01
1.434503e+00,8.566851e+24,2.043360e+00,9.135267e+01
1.434503e+00,8.566851e+24,2.395027e+00,9.188224e+01
1.434503e+00,8.566851e+24,2.807216e+00,9.264618e+01
1.434503e+00,8.566851e+24,3.290345e+00,9.342228e+01
1.434503e+00,8.566851e+24,3.856620e+00,9.433805e+01
1.434503e+00,8.566851e+24,4.520354e+00,9.541996e+01
1.434503e+00,8.566851e+24,5.298317e+00,9.670002e+01
1.434503e+00,8.566851e+24,6.210169e+00,9.821721e+01
1.434503e+00,8.566851e+24,7.278954e+00,1.000193e+02
1.434503e+00,8.566851e+24,8.531679e+00,9.908149e+01
1.434503e+00,8.566851e+24,1.000000e+01,1.006039e+02
1.546666e+00,9.236689e+24,1.000000e-01,1.020397e+02
1.546666e+00,9.236689e+24,1.172102e-01,1.020624e+02
1.546666e+00,9.236689e+24,1.373824e-01,1.020889e+02
1.546666e+00,9.236689e+24,1.610262e-01,1.021201e+02
1.546666e+00,9.236689e+24,1.887392e-01,1.021565e+02
1.546666e+00,9.236689e+24,2.212216e-01,1.021993e+02
1.546666e+00,9.236689e+24,2.592944e-01,1.022493e+02
1.546666e+00,9.236689e+24,3.039195e-01,1.023080e+02
1.546666e+00,9.236689e+24,3.562248e-01,1.023767e+02
1.546666e+00,9.236689e+24,4.175319e-01,1.024572e+02
1.546666e+00,9.236689e+24,4.893901e-01,1.025515e+02
1.546666e+00,9.236689e+24,5.736153e-01,1.026619e+02
1.546666e+00,9.236689e+24,6.723358e-01,1.027911e+02
1.546666e+00,9.236689e+24,7.880463e-01,1.029425e+02
1.546666e+00,9.236689e+24,9.236709e-01,1.031196e+02
1.546666e+00,9.236689e+24,1.000000e+00,1.032191e+02
1.546666e+00,9.236689e+24,1.082637e+00,1.033268e+02
1.546666e+00,9.236689e+24,1.268961e+00,1.035692e+02
1.546666e+00,9.236689e+24,1.487352e+00,1.038527e+02
1.546666e+00,9.236689e+24,1.743329e+00,1.041839e+02
1.546666e+00,9.236689e+24,2.043360e+00,1.045708e+02
1.546666e+00,9.236689e+24,2.395027e+00,1.050224e+02
1.546666e+00,9.236689e+24,2.807216e+00,1.055491e+02
1.546666e+00,9.236689e+24,3.290345e+00,1.061628e+02
1.546666e+00,9.236689e+24,3.856620e+00,1.068768e+02
1.546666e+00,9.236689e+24,4.520354e+00,1.077063e+02
1.546666e+00,9.236689e+24,5.298317e+00,1.090372e+02
1.546666e+00,9.236689e+24,6.210169e+00,1.102949e+02
1.546666e+00,9.236689e+24,7.278954e+00,1.117815e+02
1.546666e+00,9.236689e+24,8.531679e+00,1.135682e+02
1.546666e+00,9.236689e+24,1.000000e+01,1.156648e+02
1.667599e+00,9.958901e+24,1.000000e-01,1.189373e+02
1.667599e+00,9.958901e+24,1.172102e-01,1.189623e+02
1.667599e+00,9.958901e+24,1.373824e-01,1.189915e+02
1.667599e+00,9.958901e+24,1.610262e-01,1.190257e+02
1.667599e+00,9.958901e+24,1.887392e-01,1.190658e+02
1.667599e+00,9.958901e+24,2.212216e-01,1.191128e+02
1.667599e+00,9.958901e+24,2.592944e-01,1.191679e+02
1.667599e+00,9.958901e+24,3.039195e-01,1.192324e+02
1.667599e+00,9.958901e+24,3.562248e-01,1.193079e+02
1.667599e+00,9.958901e+24,4.175319e-01,1.193964e+02
1.667599e+00,9.958901e+24,4.893901e-01,1.195001e+02
1.667599e+00,9.958901e+24,5.736153e-01,1.196214e+02
1.667599e+00,9.958901e+24,6.723358e-01,1.197635e+02
1.667599e+00,9.958901e+24,7.880463e-01,1.199298e+02
1.667599e+00,9.958901e+24,9.236709e-01,1.201244e+02
1.667599e+00,9.958901e+24,1.000000e+00,1.202337e+02
1.667599e+00,9.958901e+24,1.082637e+00,1.203520e+02
1.667599e+00,9.958901e+24,1.268961e+00,1.206181e+02
1.667599e+00,9.958901e+24,1.487352e+00,1.209292e+02
1.667599e+00,9.958901e+24,1.743329e+00,1.212927e+02
1.667599e+00,9.958901e+24,2.043360e+00,1.217170e+02
1.667599e+00,9.958901e+24,2.395027e+00,1.222121e+02
1.667599e+00,9.958901e+24,2.807216e+00,1.227891e+02
1.667599e+00,9.958901e+24,3.290345e+00,1.234608e+02
1.667599e+00,9.958901e+24,3.856620e+00,1.242417e+02
1.667599e+00,9.958901e+24,4.520354e+00,1.254648e+02
1.667599e+00,9.958901e+24,5.298317e+00,1.266374e+02
1.667599e+00,9.958901e+24,6.210169e+00,1.280214e+02
1.667599e+00,9.958901e+24,7.278954e+00,1.296570e+02
1.667599e+00,9.958901e+24,8.531679e+00,1.315931e+02
1.667599e+00,9.958901e+24,1.000000e+01,1.338893e+02
1.797988e+00,1.073758e+25,1.000000e-01,1.396763e+02
1.797988e+00,1.073758e+25,1.172102e-01,1.397040e+02
1.797988e+00,1.073758e+25,1.373824e-01,1.397363e+02
1.797988e+00,1.073758e+25,1.610262e-01,1.397742e+02
1.797988e+00,1.073758e+25,1.887392e-01,1.398186e+02
1.797988e+00,1.073758e+25,2.212216e-01,1.398707e+02
1.797988e+00,1.073758e+25,2.592944e-01,1.399316e+02
1.797988e+00,1.073758e+25,3.039195e-01,1.400030e+02
1.797988e+00,1.073758e+25,3.562248e-01,1.400866e+02
1.797988e+00,1.073758e+25,4.175319e-01,1.401846e+02
1.797988e+00,1.073758e+25,4.893901e-01,1.402993e+02
1.797988e+00,1.073758e+25,5.736153e-01,1.404392e+02
1.797988e+00,1.073758e+25,6.723358e-01,1.405985e+02
1.797988e+00,1.073758e+25,7.880463e-01,1.407854e+02
1.797988e+00,1.073758e+25,9.236709e-01,1.410046e+02
1.797988e+00,1.073758e+25,1.000000e+00,1.411280e+02
1.797988e+00,1.073758e+25,1.082637e+00,1.412618e+02
1.797988e+00,1.073758e+25,1.268961e+00,1.415636e+02
1.797988e+00,1.073758e+25,1.487352e+00,1.419179e+02
1.797988e+00,1.073758e+25,1.743329e+00,1.423339e+02
1.797988e+00,1.073758e+25,2.043360e+00,1.428225e+02
1.797988e+00,1.073758e+25,2.395027e+00,1.387071e+02
1.797988e+00,1.073758e+25,2.807216e+00,1.392212e+02
1.797988e+00,1.073758e+25,3.290345e+00,1.398199e+02
1.797988e+00,1.073758e+25,3.856620e+00,1.405163e+02
1.797988e+00,1.073758e+25,4.520354e+00,1.413249e+02
1.797988e+00,1.073758e+25,5.298317e+00,1.426032e+02
1.797988e+00,1.073758e+25,6.210169e+00,1.438187e+02
1.797988e+00,1.073758e+25,7.278954e+00,1.452515e+02
1.797988e+00,1.073758e+25,8.531679e+00,1.469427e+02
1.797988e+00,1.073758e+25,1.000000e+01,1.489416e+02
1.938572e+00,1.157715e+25,1.000000e-01,1.579095e+02
1.938572e+00,1.157715e+25,1.172102e-01,1.579337e+02
1.938572e+00,1.157715e+25,1.373824e-01,1.579621e+02
1.938572e+00,1.157715e+25,1.610262e-01,1.579953e+02
1.938572e+00,1.157715e+25,1.887392e-01,1.580343e+02
1.938572e+00,1.157715e+25,2.212216e-01,1.580799e+02
1.938572e+00,1.157715e+25,2.592944e-01,1.581334e+02
1.938572e+00,1.157715e+25,3.039195e-01,1.581960e+02
1.938572e+00,1.157715e+25,3.562248e-01,1.582694e+02
1.938572e+00,1.157715e+25,4.175319e-01,1.583553e+02
1.938572e+00,1.157715e+25,4.893901e-01,1.584559e+02
1.938572e+00,1.157715e+25,5.736153e-01,1.585737e+02
1.938572e+00,1.157715e+25,6.723358e-01,1.587115e+02
1.938572e+00,1.157715e+25,7.880463e-01,1.588729e+02
1.938572e+00,1.157715e+25,9.236709e-01,1.590617e+02
1.938572e+00,1.157715e+25,1.000000e+00,1.591678e+02
1.938572e+00,1.157715e+25,1.082637e+00,1.592825e+02
1.938572e+00,1.157715e+25,1.268961e+00,1.595407e+02
1.938572e+00,1.157715e+25,1.487352e+00,1.598423e+02
1.938572e+00,1.157715e+25,1.743329e+00,1.601947e+02
1.938572e+00,1.157715e+25,2.043360e+00,1.606060e+02
1.938572e+00,1.157715e+25,2.395027e+00,1.610857e+02
1.938572e+00,1.157715e+25,2.807216e+00,1.616447e+02
1.938572e+00,1.157715e+25,3.290345e+00,1.622954e+02
1.938572e+00,1.157715e+25,3.856620e+00,1.630516e+02
1.938572e+00,1.157715e+25,4.520354e+00,1.639292e+02
1.938572e+00,1.157715e+25,5.298317e+00,1.653324e+02
1.938572e+00,1.157715e+25,6.210169e+00,1.666553e+02
1.938572e+00,1.157715e+25,7.278954e+00,1.682143e+02
1.938572e+00,1.157715e+25,8.531679e+00,1.700536e+02
1.938572e+00,1.157715e+25,1.000000e+01,1.722264e+02
2.090148e+00,1.248236e+25,1.000000e-01,1.847236e+02
2.090148e+00,1.248236e+25,1.172102e-01,1.847501e+02
2.090148e+00,1.248236e+25,1.373824e-01,1.847812e+02
2.090148e+00,1.248236e+25,1.610262e-01,1.848176e+02
2.090148e+00,1.248236e+25,1.887392e-01,1.848603e+02
2.090148e+00,1.248236e+25,2.212216e-01,1.849103e+02
2.090148e+00,1.248236e+25,2.592944e-01,1.849688e+02
2.090148e+00,1.248236e+25,3.039195e-01,1.850374e+02
2.090148e+00,1.248236e+25,3.562248e-01,1.851177e+02
2.090148e+00,1.248236e+25,4.175319e-01,1.852118e+02
2.090148e+00,1.248236e+25,4.893901e-01,1.853220e+02
2.090148e+00,1.248236e+25,5.736153e-01,1.854510e+02
2.090148e+00,1.248236e+25,6.723358e-01,1.856019e+02
2.090148e+00,1.248236e+25,7.880463e-01,1.857786e+02
2.090148e+00,1.248236e+25,9.236709e-01,1.859852e+02
2.090148e+00,1.248236e+25,1.000000e+00,1.861013e+02
2.090148e+00,1.248236e+25,1.082637e+00,1.862268e+02
2.090148e+00,1.248236e+25,1.268961e+00,1.865093e+02
2.090148e+00,1.248236e+25,1.487352e+00,1.868393e+02
2.090148e+00,1.248236e+25,1.743329e+00,1.872246e+02
2.090148e+00,1.248236e+25,2.043360e+00,1.876743e+02
2.090148e+00,1.248236e+25,2.395027e+00,1.881985e+02
2.090148e+00,1.248236e+25,2.807216e+00,1.888091e+02
2.090148e+00,1.248236e+25,3.290345e+00,1.895194e+02
2.090148e+00,1.248236e+25,3.856620e+00,1.903445e+02
2.090148e+00,1.248236e+25,4.520354e+00,1.913013e+02
2.090148e+00,1.248236e+25,5.298317e+00,1.928490e+02
2.090148e+00,1.248236e+25,6.210169e+00,1.942956e+02
2.090148e+00,1.248236e+25,7.278954e+00,1.959999e+02
2.090148e+00,1.248236e+25,8.531679e+00,1.980097e+02
2.090148e+00,1.248236e+25,1.000000e+01,2.004054e+02
2.253575e+00,1.345835e+25,1.000000e-01,2.174570e+02
2.253575e+00,1.345835e+25,1.172102e-01,2.174862e+02
2.253575e+00,1.345835e+25,1.373824e-01,2.175204e+02
2.253575e+00,1.345835e+25,1.610262e-01,2.175605e+02
2.253575e+00,1.345835e+25,1.887392e-01,2.176075e+02
2.253575e+00,1.345835e+25,2.212216e-01,2.176625e+02
2.253575e+00,1.345835e+25,2.592944e-01,2.177270e+02
2.253575e+00,1.345835e+25,3.039195e-01,2.178025e+02
2.253575e+00,1.345835e+25,3.562248e-01,2.178909e+02
2.253575e+00,1.345835e+25,4.175319e-01,2.179945e+02
2.253575e+00,1.345835e+25,4.893901e-01,2.181157e+02
2.253575e+00,1.345835e+25,5.736153e-01,2.182576e+02
2.253575e+00,1.345835e+25,6.723358e-01,2.184237e+02
2.253575e+00,1.345835e+25,7.880463e-01,2.186180e+02
2.253575e+00,1.345835e+25,9.236709e-01,2.188453e+02
2.253575e+00,1.345835e+25,1.000000e+00,2.189730e+02
2.253575e+00,1.345835e+25,1.082637e+00,2.191110e+02
2.253575e+00,1.345835e+25,1.268961e+00,2.194216e+02
2.253575e+00,1.345835e+25,1.487352e+00,2.197844e+02
2.253575e+00,1.345835e+25,1.743329e+00,2.202079e+02
2.253575e+00,1.345835e+25,2.043360e+00,2.207019e+02
2.253575e+00,1.345835e+25,2.395027e+00,2.212776e+02
2.253575e+00,1.345835e+25,2.807216e+00,2.219478e+02
2.253575e+00,1.345835e+25,3.290345e+00,2.227271e+02
2.253575e+00,1.345835e+25,3.856620e+00,2.236318e+02
2.253575e+00,1.345835e+25,4.520354e+00,2.246801e+02
2.253575e+00,1.345835e+25,5.298317e+00,2.264027e+02
2.253575e+00,1.345835e+25,6.210169e+00,2.279950e+02
2.253575e+00,1.345835e+25,7.278954e+00,2.298705e+02
2.253575e+00,1.345835e+25,8.531679e+00,2.320820e+02
2.253575e+00,1.345835e+25,1.000000e+01,2.346927e+02
2.429781e+00,1.451065e+25,1.000000e-01,2.577161e+02
2.429781e+00,1.451065e+25,1.172102e-01,2.577484e+02
2.429781e+00,1.451065e+25,1.373824e-01,2.577863e+02
2.429781e+00,1.451065e+25,1.610262e-01,2.578306e+02
2.429781e+00,1.451065e+25,1.887392e-01,2.578826e+02
2.429781e+00,1.451065e+25,2.212216e-01,2.579435e+02
2.429781e+00,1.451065e+25,2.592944e-01,2.580148e+02
2.429781e+00,1.451065e+25,3.039195e-01,2.580984e+02
2.429781e+00,1.451065e+25,3.562248e-01,2.581962e+02
2.429781e+00,1.451065e+25,4.175319e-01,2.583108e+02
2.429781e+00,1.451065e+25,4.893901e-01,2.584449e+02
2.429781e+00,1.451065e+25,5.736153e-01,2.586019e+02
2.429781e+00,1.451065e+25,6.723358e-01,2.587856e+02
2.429781e+00,1.451065e+25,7.880463e-01,2.590005e+02
2.429781e+00,1.451065e+25,9.236709e-01,2.592518e+02
2.429781e+00,1.451065e+25,1.000000e+00,2.593930e+02
2.429781e+00,1.451065e+25,1.082637e+00,2.595695e+02
2.429781e+00,1.451065e+25,1.268961e+00,2.599218e+02
2.429781e+00,1.451065e+25,1.487352e+00,2.603350e+02
2.429781e+00,1.451065e+25,1.743329e+00,2.608198e+02
2.429781e+00,1.451065e+25,2.043360e+00,2.613887e+02
2.429781e+00,1.451065e+25,2.395027e+00,2.620565e+02
2.429781e+00,1.451065e+25,2.807216e+00,2.628405e+02
2.429781e+00,1.451065e+25,3.290345e+00,2.637612e+02
2.429781e+00,1.451065e+25,3.856620e+00,2.648429e+02
2.429781e+00,1.451065e+25,4.520354e+00,2.661142e+02
2.429781e+00,1.451065e+25,5.298317e+00,2.676092e+02
2.429781e+00,1.451065e+25,6.210169e+00,2.693683e+02
2.429781e+00,1.451065e+25,7.278954e+00,2.623132e+02
2.429781e+00,1.451065e+25,8.531679e+00,2.644013e+02
2.429781e+00,1.451065e+25,1.000000e+01,2.668368e+02
2.619764e+00,1.564523e+25,1.000000e-01,2.959330e+02
2.619764e+00,1.564523e+25,1.172102e-01,2.959633e+02
2.619764e+00,1.564523e+25,1.373824e-01,2.959988e+02
2.619764e+00,1.564523e+25,1.610262e-01,2.960404e+02
2.619764e+00,1.564523e+25,1.887392e-01,2.960891e+02
2.619764e+00,1.564523e+25,2.212216e-01,2.961461e+02
2.619764e+00,1.564523e+25,2.592944e-01,2.962130e+02
2.619764e+00,1.564523e+25,3.039195e-01,2.962913e+02
2.619764e+00,1.564523e+25,3.562248e-01,2.963829e+02
2.619764e+00,1.564523e+25,4.175319e-01,2.964903e+02
2.619764e+00,1.564523e+25,4.893901e-01,2.966160e+02
2.619764e+00,1.564523e+25,5.736153e-01,2.967631e+02
2.619764e+00,1.564523e+25,6.723358e-01,2.969353e+02
2.619764e+00,1.564523e+25,7.880463e-01,2.971367e+02
2.619764e+00,1.564523e+25,9.236709e-01,2.973723e+02
2.619764e+00,1.564523e+25,1.000000e+00,2.975047e+02
2.619764e+00,1.564523e+25,1.082637e+00,2.976477e+02
2.619764e+00,1.564523e+25,1.268961e+00,2.979696e+02
2.619764e+00,1.564523e+25,1.487352e+00,2.983455e+02
2.619764e+00,1.564523e+25,1.743329e+00,2.987842e+02
2.619764e+00,1.564523e+25,2.043360e+00,2.992960e+02
2.619764e+00,1.564523e+25,2.395027e+00,2.998922e+02
2.619764e+00,1.564523e+25,2.807216e+00,3.005863e+02
2.619764e+00,1.564523e+25,3.290345e+00,3.013932e+02
2.619764e+00,1.564523e+25,3.856620e+00,3.023298e+02
2.619764e+00,1.564523e+25,4.520354e+00,3.034150e+02
2.619764e+00,1.564523e+25,5.298317e+00,3.051758e+02
2.619764e+00,1.564523e+25,6.210169e+00,3.068139e+02
2.619764e+00,1.564523e+25,7.278954e+00,3.087406e+02
2.619764e+00,1.564523e+25,8.531679e+00,3.110086e+02
2.619764e+00,1.564523e+25,1.000000e+01,3.136806e+02
2.824603e+00,1.686853e+25,1.000000e-01,3.514917e+02
2.824603e+00,1.686853e+25,1.172102e-01,3.515252e+02
2.824603e+00,1.686853e+25,1.373824e-01,3.515644e+02
2.824603e+00,1.686853e+25,1.610262e-01,3.516103e+02
2.824603e+00,1.686853e+25,1.887392e-01,3.516641e+02
2.824603e+00,1.686853e+25,2.212216e-01,3.517271e+02
2.824603e+00,1.686853e+25,2.592944e-01,3.518010e+02
2.824603e+00,1.686853e+25,3.039195e-01,3.518874e+02
2.824603e+00,1.686853e+25,3.562248e-01,3.519887e+02
2.824603e+00,1.686853e+25,4.175319e-01,3.521072e+02
2.824603e+00,1.686853e+25,4.893901e-01,3.522460e+02
2.824603e+00,1.686853e+25,5.736153e-01,3.524085e+02
2.824603e+00,1.686853e+25,6.723358e-01,3.525986e+02
2.824603e+00,1.686853e+25,7.880463e-01,3.528210e+02
2.824603e+00,1.686853e+25,9.236709e-01,3.530810e+02
2.824603e+00,1.686853e+25,1.000000e+00,3.532271e+02
2.824603e+00,1.686853e+25,1.082637e+00,3.533850e+02
2.824603e+00,1.686853e+25,1.268961e+00,3.537402e+02
2.824603e+00,1.686853e+25,1.487352e+00,3.541549e+02
2.824603e+00,1.686853e+25,1.743329e+00,3.546389e+02
2.824603e+00,1.686853e+25,2.043360e+00,3.552032e+02
2.824603e+00,1.686853e+25,2.395027e+00,3.558606e+02
2.824603e+00,1.686853e+25,2.807216e+00,3.566256e+02
2.824603e+00,1.686853e+25,3.290345e+00,3.575145e+02
2.824603e+00,1.686853e+25,3.856620e+00,3.585458e+02
2.824603e+00,1.686853e+25,4.520354e+00,3.597401e+02
2.824603e+00,1.686853e+25,5.298317e+00,3.616958e+02
2.824603e+00,1.686853e+25,6.210169e+00,3.635029e+02
2.824603e+00,1.686853e+25,7.278954e+00,3.656279e+02
2.824603e+00,1.686853e+25,8.531679e+00,3.681286e+02
2.824603e+00,1.686853e+25,1.000000e+01,3.710895e+02
3.045457e+00,1.818747e+25,1.000000e-01,4.201711e+02
3.045457e+00,1.818747e+25,1.172102e-01,4.202083e+02
3.045457e+00,1.818747e+25,1.373824e-01,4.202518e+02
3.045457e+00,1.818747e+25,1.610262e-01,4.203027e+02
3.045457e+00,1.818747e+25,1.887392e-01,4.203624e+02
3.045457e+00,1.818747e+25,2.212216e-01,4.204324e+02
3.045457e+00,1.818747e+25,2.592944e-01,4.205143e+02
3.045457e+00,1.818747e+25,3.039195e-01,4.206102e+02
3.045457e+00,1.818747e+25,3.562248e-01,4.207226e+02
3.045457e+00,1.818747e+25,4.175319e-01,4.208542e+02
3.045457e+00,1.818747e+25,4.893901e-01,4.210082e+02
3.045457e+00,1.818747e+25,5.736153e-01,4.211884e+02
3.045457e+00,1.818747e+25,6.723358e-01,4.213993e+02
3.045457e+00,1.818747e+25,7.880463e-01,4.216460e+02
3.045457e+00,1.818747e+25,9.236709e-01,4.219344e+02
3.045457e+00,1.818747e+25,1.000000e+00,4.220964e+02
3.045457e+00,1.818747e+25,1.082637e+00,4.222715e+02
3.045457e+00,1.818747e+25,1.268961e+00,4.226653e+02
3.045457e+00,1.818747e+25,1.487352e+00,4.231251e+02
3.045457e+00,1.818747e+25,1.743329e+00,4.236615e+02
3.045457e+00,1.818747e+25,2.043360e+00,4.242868e+02
3.045457e+00,1.818747e+25,2.395027e+00,4.250151e+02
3.045457e+00,1.818747e+25,2.807216e+00,4.258622e+02
3.045457e+00,1.818747e+25,3.290345e+00,4.268461e+02
3.045457e+00,1.818747e+25,3.856620e+00,4.279872e+02
3.045457e+00,1.818747e+25,4.520354e+00,4.297895e+02
3.045457e+00,1.818747e+25,5.298317e+00,4.314954e+02
3.045457e+00,1.818747e+25,6.210169e+00,4.335003e+02
3.045457e+00,1.818747e+25,7.278954e+00,4.358576e+02
3.045457e+00,1.818747e+25,8.531679e+00,4.386311e+02
3.045457e+00,1.818747e+25,1.000000e+01,4.418969e+02
3.283580e+00,1.960954e+25,1.000000e-01,5.056903e+02
3.283580e+00,1.960954e+25,1.172102e-01,5.057317e+02
3.283580e+00,1.960954e+25,1.373824e-01,5.057803e+02
3.283580e+00,1.960954e+25,1.610262e-01,5.058371e+02
3.283580e+00,1.960954e+25,1.887392e-01,5.059037e+02
3.283580e+00,1.960954e+25,2.212216e-01,5.059817e+02
3.283580e+00,1.960954e+25,2.592944e-01,5.060749e+02
3.283580e+00,1.960954e+25,3.039195e-01,5.061826e+02
3.283580e+00,1.960954e+25,3.562248e-01,5.063088e+02
3.283580e+00,1.960954e+25,4.175319e-01,5.064568e+02
3.283580e+00,1.960954e+25,4.893901e-01,5.066303e+02
3.283580e+00,1.960954e+25,5.736153e-01,5.068337e+02
3.283580e+00,1.960954e+25,6.723358e-01,5.070721e+02
3.283580e+00,1.960954e+25,7.880463e-01,5.073517e+02
3.283580e+00,1.960954e+25,9.236709e-01,5.076794e+02
3.283580e+00,1.960954e+25,1.000000e+00,5.078639e+02
3.283580e+00,1.960954e+25,1.082637e+00,5.080638e+02
3.283580e+00,1.960954e+25,1.268961e+00,5.085144e+02
3.283580e+00,1.960954e+25,1.487352e+00,5.090429e+02
3.283580e+00,1.960954e+25,1.743329e+00,5.096628e+02
3.283580e+00,1.960954e+25,2.043360e+00,5.103898e+02
3.283580e+00,1.960954e+25,2.395027e+00,4.958986e+02
3.283580e+00,1.960954e+25,2.807216e+00,4.962888e+02
3.283580e+00,1.960954e+25,3.290345e+00,4.972515e+02
3.283580e+00,1.960954e+25,3.856620e+00,4.983681e+02
3.283580e+00,1.960954e+25,4.520354e+00,4.996609e+02
3.283580e+00,1.960954e+25,5.298317e+00,5.017721e+02
3.283580e+00,1.960954e+25,6.210169e+00,5.037240e+02
3.283580e+00,1.960954e+25,7.278954e+00,5.060176e+02
3.283580e+00,1.960954e+25,8.531679e+00,5.087142e+02
3.283580e+00,1.960954e+25,1.000000e+01,5.118864e+02
3.540321e+00,2.114280e+25,1.000000e-01,5.898858e+02
3.540321e+00,2.114280e+25,1.172102e-01,5.899261e+02
3.540321e+00,2.114280e+25,1.373824e-01,5.899734e+02
3.540321e+00,2.114280e+25,1.610262e-01,5.900288e+02
3.540321e+00,2.114280e+25,1.887392e-01,5.900937e+02
3.540321e+00,2.114280e+25,2.212216e-01,5.901697e+02
3.540321e+00,2.114280e+25,2.592944e-01,5.902587e+02
3.540321e+00,2.114280e+25,3.039195e-01,5.903630e+02
3.540321e+00,2.114280e+25,3.562248e-01,5.904851e+02
3.540321e+00,2.114280e+25,4.175319e-01,5.906281e+02
3.540321e+00,2.114280e+25,4.893901e-01,5.907954e+02
3.540321e+00,2.114280e+25,5.736153e-01,5.909913e+02
3.540321e+00,2.114280e+25,6.723358e-01,5.912204e+02
3.540321e+00,2.114280e+25,7.880463e-01,5.914884e+02
3.540321e+00,2.114280e+25,9.236709e-01,5.918018e+02
3.540321e+00,2.114280e+25,1.000000e+00,5.919778e+02
3.540321e+00,2.114280e+25,1.082637e+00,5.921680e+02
3.540321e+00,2.114280e+25,1.268961e+00,5.925959e+02
3.540321e+00,2.114280e+25,1.487352e+00,5.930953e+02
3.540321e+00,2.114280e+25,1.743329e+00,5.936779e+02
3.540321e+00,2.114280e+25,2.043360e+00,5.943571e+02
3.540321e+00,2.114280e+25,2.395027e+00,5.951479e+02
3.540321e+00,2.114280e+25,2.807216e+00,5.960677e+02
3.540321e+00,2.114280e+25,3.290345e+00,5.971360e+02
3.540321e+00,2.114280e+25,3.856620e+00,5.983747e+02
3.540321e+00,2.114280e+25,4.520354e+00,5.998081e+02
3.540321e+00,2.114280e+25,5.298317e+00,6.021672e+02
3.540321e+00,2.114280e+25,6.210169e+00,6.043360e+02
3.540321e+00,2.114280e+25,7.278954e+00,6.068840e+02
3.540321e+00,2.114280e+25,8.531679e+00,6.098789e+02
3.540321e+00,2.114280e+25,1.000000e+01,6.134011e+02
3.817137e+00,2.279594e+25,1.000000e-01,7.137197e+02
3.817137e+00,2.279594e+25,1.172102e-01,7.137648e+02
3.817137e+00,2.279594e+25,1.373824e-01,7.138176e+02
3.817137e+00,2.279594e+25,1.610262e-01,7.138795e+02
3.817137e+00,2.279594e+25,1.887392e-01,7.139520e+02
3.817137e+00,2.279594e+25,2.212216e-01,7.140370e+02
3.817137e+00,2.279594e+25,2.592944e-01,7.141364e+02
3.817137e+00,2.279594e+25,3.039195e-01,7.142529e+02
3.817137e+00,2.279594e+25,3.562248e-01,7.143894e+02
3.817137e+00,2.279594e+25,4.175319e-01,7.145491e+02
3.817137e+00,2.279594e+25,4.893901e-01,7.147360e+02
3.817137e+00,2.279594e+25,5.736153e-01,7.149548e+02
3.817137e+00,2.279594e+25,6.723358e-01,7.152107e+02
3.817137e+00,2.279594e+25,7.880463e-01,7.155101e+02
3.817137e+00,2.279594e+25,9.236709e-01,7.158601e+02
3.817137e+00,2.279594e+25,1.000000e+00,7.160566e+02
3.817137e+00,2.279594e+25,1.082637e+00,7.162690e+02
3.817137e+00,2.279594e+25,1.268961e+00,7.167467e+02
3.817137e+00,2.279594e+25,1.487352e+00,7.173042e+02
3.817137e+00,2.279594e+25,1.743329e+00,7.179546e+02
3.817137e+00,2.279594e+25,2.043360e+00,7.187124e+02
3.817137e+00,2.279594e+25,2.395027e+00,7.195947e+02
3.817137e+00,2.279594e+25,2.807216e+00,7.206206e+02
3.817137e+00,2.279594e+25,3.290345e+00,7.218117e+02
3.817137e+00,2.279594e+25,3.856620e+00,7.231923e+02
3.817137e+00,2.279594e+25,4.520354e+00,7.253758e+02
3.817137e+00,2.279594e+25,5.298317e+00,7.274378e+02
3.817137e+00,2.279594e+25,6.210169e+00,7.298590e+02
3.817137e+00,2.279594e+25,7.278954e+00,7.327097e+02
3.817137e+00,2.279594e+25,8.531679e+00,7.360541e+02
3.817137e+00,2.279594e+25,1.000000e+01,7.399866e+02
